Fecha,Casos_Diagnostico_Max,Casos_Recuperado_Max,Casos_Muerte_Max,Casos_Activos_Max,Tasa_Contagio_Max,Tasa_Recuperacion_Max,Tasa_Muerte_Max,Pais,Ciudad
2020/04/13,383.0,43.0,15.0,325.0,0.012160583066812246,0.02127659574468085,0.00303951367781155,Colombia,Santiago de Cali
2020/04/14,395.0,50.0,17.0,328.0,0.036930836400220525,0.021538461538461538,0.006153846153846154,Colombia,Santiago de Cali
2020/04/15,410.0,53.0,20.0,337.0,0.04574161913166709,0.009146341463414634,0.009146341463414634,Colombia,Santiago de Cali
2020/04/16,428.0,60.0,24.0,344.0,0.05342447915078731,0.020771513353115726,0.011869436201780416,Colombia,Santiago de Cali
2020/04/17,458.0,65.0,25.0,368.0,0.08722978341736727,0.014534883720930232,0.0029069767441860465,Colombia,Santiago de Cali
2020/04/18,470.0,69.0,28.0,373.0,0.03261689072047008,0.010869565217391304,0.008152173913043478,Colombia,Santiago de Cali
2020/04/19,479.0,80.0,31.0,368.0,0.024134909158945922,0.029490616621983913,0.00804289544235925,Colombia,Santiago de Cali
2020/04/20,517.0,91.0,33.0,393.0,0.10328801082286353,0.029891304347826088,0.005434782608695652,Colombia,Santiago de Cali
2020/04/21,541.0,113.0,34.0,394.0,0.061086027438611835,0.05597964376590331,0.002544529262086514,Colombia,Santiago de Cali
2020/04/22,564.0,120.0,36.0,408.0,0.05839296466814234,0.017766497461928935,0.005076142131979695,Colombia,Santiago de Cali
2020/04/23,597.0,127.0,38.0,432.0,0.08090738587861494,0.01715686274509804,0.004901960784313725,Colombia,Santiago de Cali
2020/04/24,614.0,137.0,38.0,439.0,0.03936474403016308,0.023148148148148147,0.0,Colombia,Santiago de Cali
2020/04/25,630.0,154.0,38.0,438.0,0.036458749709653154,0.0387243735763098,0.0,Colombia,Santiago de Cali
2020/04/26,649.0,171.0,39.0,439.0,0.04339399278985757,0.03881278538812785,0.00228310502283105,Colombia,Santiago de Cali
2020/04/27,655.0,177.0,41.0,437.0,0.013672293744477343,0.01366742596810934,0.004555808656036446,Colombia,Santiago de Cali
2020/04/28,684.0,197.0,42.0,445.0,0.06638540991396241,0.04576659038901602,0.002288329519450801,Colombia,Santiago de Cali
2020/04/29,704.0,206.0,45.0,453.0,0.044960690944779745,0.020224719101123594,0.006741573033707865,Colombia,Santiago de Cali
2020/04/30,741.0,211.0,46.0,484.0,0.08170926066897752,0.011037527593818985,0.002207505518763797,Colombia,Santiago de Cali
2020/05/01,789.0,225.0,46.0,518.0,0.09921388436718764,0.028925619834710745,0.0,Colombia,Santiago de Cali
2020/05/02,830.0,235.0,47.0,548.0,0.0791848530611373,0.019305019305019305,0.0019305019305019305,Colombia,Santiago de Cali
2020/05/03,832.0,246.0,47.0,539.0,0.003651297567913237,0.020072992700729927,0.0,Colombia,Santiago de Cali
2020/05/04,858.0,257.0,50.0,551.0,0.0482595035738421,0.02040816326530612,0.0055658627087198514,Colombia,Santiago de Cali
2020/05/05,886.0,289.0,50.0,547.0,0.050840626916194946,0.05807622504537205,0.0,Colombia,Santiago de Cali
2020/05/06,925.0,312.0,52.0,561.0,0.07133266005615488,0.04204753199268738,0.003656307129798903,Colombia,Santiago de Cali
2020/05/07,963.0,320.0,54.0,589.0,0.06777057500854526,0.0142602495543672,0.0035650623885918,Colombia,Santiago de Cali
2020/05/08,999.0,346.0,55.0,598.0,0.061152849616432865,0.044142614601018676,0.001697792869269949,Colombia,Santiago de Cali
2020/05/09,1050.0,374.0,56.0,620.0,0.08533104552265228,0.046822742474916385,0.0016722408026755853,Colombia,Santiago de Cali
2020/05/10,1060.0,395.0,58.0,607.0,0.016138328178170173,0.03387096774193549,0.0032258064516129032,Colombia,Santiago de Cali
2020/05/11,1086.0,415.0,62.0,609.0,0.04285853018246126,0.032948929159802305,0.006589785831960461,Colombia,Santiago de Cali
2020/05/12,1113.0,440.0,63.0,610.0,0.044361404303777545,0.041050903119868636,0.0016420361247947454,Colombia,Santiago de Cali
2020/05/13,1165.0,475.0,65.0,625.0,0.08529798253740338,0.05737704918032787,0.003278688524590164,Colombia,Santiago de Cali
2020/05/14,1229.0,493.0,69.0,667.0,0.1024654859406358,0.0288,0.0064,Colombia,Santiago de Cali
2020/05/15,1268.0,503.0,69.0,696.0,0.05851021290040077,0.014992503748125937,0.0,Colombia,Santiago de Cali
2020/05/16,1329.0,536.0,69.0,724.0,0.08770468613352608,0.04741379310344827,0.0,Colombia,Santiago de Cali
2020/05/17,1399.0,552.0,71.0,776.0,0.09675562454378807,0.022099447513812154,0.0027624309392265192,Colombia,Santiago de Cali
2020/05/18,1424.0,567.0,74.0,783.0,0.032241239077375985,0.019329896907216496,0.003865979381443299,Colombia,Santiago de Cali
2020/05/19,1504.0,578.0,76.0,850.0,0.10225101372874253,0.0140485312899106,0.002554278416347382,Colombia,Santiago de Cali
2020/05/20,1570.0,594.0,82.0,894.0,0.07771117621706151,0.018823529411764704,0.007058823529411765,Colombia,Santiago de Cali
2020/05/21,1627.0,612.0,83.0,932.0,0.0638133504027443,0.020134228187919462,0.0011185682326621924,Colombia,Santiago de Cali
2020/05/22,1732.0,632.0,86.0,1014.0,0.11276158945591122,0.02145922746781116,0.003218884120171674,Colombia,Santiago de Cali
2020/05/23,1812.0,657.0,88.0,1067.0,0.07897049737310055,0.02465483234714004,0.0019723865877712033,Colombia,Santiago de Cali
2020/05/24,1901.0,680.0,94.0,1127.0,0.08349443051529433,0.02155576382380506,0.005623242736644799,Colombia,Santiago de Cali
2020/05/25,1945.0,712.0,98.0,1135.0,0.03908246123427505,0.02839396628216504,0.00354924578527063,Colombia,Santiago de Cali
2020/05/26,2080.0,745.0,102.0,1233.0,0.11906977865146781,0.02907488986784141,0.003524229074889868,Colombia,Santiago de Cali
2020/05/27,2192.0,767.0,106.0,1319.0,0.09093912776474904,0.017842660178426603,0.0032441200324412004,Colombia,Santiago de Cali
2020/05/28,2302.0,798.0,111.0,1393.0,0.08349691755409532,0.02350265352539803,0.0037907505686125853,Colombia,Santiago de Cali
2020/05/29,2398.0,827.0,117.0,1454.0,0.06900314885807936,0.0208183776022972,0.004307250538406317,Colombia,Santiago de Cali
2020/05/30,2542.0,850.0,122.0,1570.0,0.09916759475921319,0.01581843191196699,0.0034387895460797797,Colombia,Santiago de Cali
2020/05/31,2607.0,976.0,126.0,1505.0,0.0414590887934501,0.08025477707006369,0.0025477707006369425,Colombia,Santiago de Cali
2020/06/01,2687.0,999.0,129.0,1559.0,0.05323227701830854,0.015282392026578074,0.0019933554817275745,Colombia,Santiago de Cali
2020/06/02,2766.0,1075.0,133.0,1558.0,0.05074831421058248,0.048749198203976905,0.0025657472738935213,Colombia,Santiago de Cali
2020/06/03,2896.0,1114.0,136.0,1646.0,0.08356711184079846,0.02503209242618742,0.0019255455712451862,Colombia,Santiago de Cali
2020/06/04,2978.0,1165.0,138.0,1675.0,0.04989701157751343,0.030984204131227218,0.001215066828675577,Colombia,Santiago de Cali
2020/06/05,3094.0,1214.0,141.0,1739.0,0.06936705549947772,0.029253731343283584,0.001791044776119403,Colombia,Santiago de Cali
2020/06/06,3217.0,1263.0,147.0,1807.0,0.0708505611578326,0.02817711328349626,0.0034502587694077054,Colombia,Santiago de Cali
2020/06/07,3264.0,1351.0,151.0,1762.0,0.026055944804425718,0.048699501936912006,0.002213613724405091,Colombia,Santiago de Cali
2020/06/08,3430.0,1446.0,159.0,1825.0,0.09438011925110001,0.05391600454029512,0.004540295119182747,Colombia,Santiago de Cali
2020/06/09,3546.0,1493.0,162.0,1891.0,0.06368147002289513,0.025753424657534246,0.0016438356164383563,Colombia,Santiago de Cali
2020/06/10,3657.0,1573.0,163.0,1921.0,0.05881351005261008,0.04230565838180857,0.0005288207297726071,Colombia,Santiago de Cali
2020/06/11,3878.0,1616.0,165.0,2097.0,0.11527551100166115,0.022384174908901613,0.001041124414367517,Colombia,Santiago de Cali
2020/06/12,3988.0,1690.0,170.0,2128.0,0.05256772276073641,0.03528850739151168,0.002384358607534573,Colombia,Santiago de Cali
2020/06/13,4132.0,1741.0,173.0,2218.0,0.06781754144113054,0.023966165413533833,0.0014097744360902255,Colombia,Santiago de Cali
2020/06/14,4293.0,1784.0,181.0,2328.0,0.07275282998648355,0.0193868349864743,0.0036068530207394047,Colombia,Santiago de Cali
2020/06/15,4471.0,1802.0,183.0,2486.0,0.07664097663317314,0.007731958762886598,0.000859106529209622,Colombia,Santiago de Cali
2020/06/16,4599.0,1839.0,190.0,2570.0,0.05161493201113255,0.014883346741753822,0.0028157683024939663,Colombia,Santiago de Cali
2020/06/17,4767.0,1926.0,196.0,2645.0,0.06553499104709765,0.03385214007782101,0.0023346303501945525,Colombia,Santiago de Cali
2020/06/18,4989.0,1999.0,200.0,2790.0,0.08415201370629395,0.0275992438563327,0.0015122873345935729,Colombia,Santiago de Cali
2020/06/19,5154.0,2134.0,205.0,2815.0,0.059302088501529966,0.04838709677419355,0.0017921146953405018,Colombia,Santiago de Cali
2020/06/20,5314.0,2249.0,216.0,2849.0,0.056999526990899496,0.04085257548845471,0.003907637655417406,Colombia,Santiago de Cali
2020/06/21,5517.0,2355.0,224.0,2938.0,0.07146139442383573,0.037206037206037205,0.002808002808002808,Colombia,Santiago de Cali
2020/06/22,5625.0,2442.0,228.0,2955.0,0.03687129320457663,0.029611980939414567,0.0013614703880190605,Colombia,Santiago de Cali
2020/06/23,5815.0,2539.0,235.0,3041.0,0.06449682431477344,0.03282571912013536,0.0023688663282571912,Colombia,Santiago de Cali
2020/06/24,6131.0,2642.0,243.0,3246.0,0.10424573307906748,0.03387043735613285,0.0026307135810588623,Colombia,Santiago de Cali
2020/06/25,6414.0,2776.0,249.0,3389.0,0.08747844995503906,0.041281577325939615,0.0018484288354898336,Colombia,Santiago de Cali
2020/06/26,6623.0,2912.0,257.0,3454.0,0.061887869638890036,0.040129831808793155,0.002360578341693715,Colombia,Santiago de Cali
2020/06/27,6890.0,3021.0,263.0,3606.0,0.07758356229520882,0.031557614360162134,0.0017371163867979154,Colombia,Santiago de Cali
2020/06/28,7019.0,3246.0,265.0,3508.0,0.03590943940077356,0.06239600665557404,0.0005546311702717693,Colombia,Santiago de Cali
2020/06/29,7111.0,3344.0,274.0,3493.0,0.026327142953083624,0.027936145952109463,0.002565564424173318,Colombia,Santiago de Cali
2020/06/30,7369.0,3534.0,282.0,3553.0,0.07415127336426826,0.05439450329229888,0.002290294875465216,Colombia,Santiago de Cali
2020/07/01,7793.0,3638.0,293.0,3862.0,0.11982014896120384,0.029271038558964256,0.0030959752321981426,Colombia,Santiago de Cali
2020/07/02,8094.0,3764.0,299.0,4031.0,0.07827352116079923,0.03262558259968928,0.0015535991714137752,Colombia,Santiago de Cali
2020/07/03,8341.0,3862.0,312.0,4167.0,0.0615484083569512,0.024311585214586953,0.0032250062019350038,Colombia,Santiago de Cali
2020/07/04,8720.0,3952.0,321.0,4447.0,0.09137081414447623,0.02159827213822894,0.0021598272138228943,Colombia,Santiago de Cali
2020/07/05,8862.0,4073.0,333.0,4456.0,0.03208512388598606,0.027209354621092873,0.0026984483921744995,Colombia,Santiago de Cali
2020/07/06,9042.0,4230.0,343.0,4469.0,0.04059231533570188,0.03523339317773788,0.002244165170556553,Colombia,Santiago de Cali
2020/07/07,9306.0,4360.0,363.0,4583.0,0.05936810260426206,0.029089281718505257,0.004475274110539271,Colombia,Santiago de Cali
2020/07/08,9619.0,4559.0,376.0,4684.0,0.06864632510940386,0.043421339733798824,0.002836569932358717,Colombia,Santiago de Cali
2020/07/09,10015.0,4786.0,384.0,4845.0,0.08499161323510175,0.048462852263023055,0.0017079419299743809,Colombia,Santiago de Cali
2020/07/10,10469.0,4962.0,396.0,5111.0,0.09422251702181478,0.03632610939112487,0.002476780185758514,Colombia,Santiago de Cali
2020/07/11,10686.0,5150.0,404.0,5132.0,0.04270269245871211,0.0367834083349638,0.001565251418509098,Colombia,Santiago de Cali
2020/07/12,10880.0,5290.0,419.0,5171.0,0.038024935806559766,0.027279812938425563,0.0029228371005455963,Colombia,Santiago de Cali
2020/07/13,11113.0,5468.0,430.0,5215.0,0.04532953726370589,0.03442274221620576,0.0021272481144846258,Colombia,Santiago de Cali
2020/07/14,11387.0,5699.0,449.0,5239.0,0.052863023762243035,0.04429530201342282,0.0036433365292425695,Colombia,Santiago de Cali
2020/07/15,11850.0,5877.0,465.0,5508.0,0.08893117468448779,0.033975949608703954,0.003054017942355411,Colombia,Santiago de Cali
2020/07/16,12148.0,6131.0,477.0,5540.0,0.05445713447995751,0.04611474219317357,0.002178649237472767,Colombia,Santiago de Cali
2020/07/17,12538.0,6345.0,496.0,5697.0,0.07086940119233713,0.038628158844765344,0.0034296028880866428,Colombia,Santiago de Cali
2020/07/18,13107.0,6553.0,516.0,6038.0,0.10056885785586087,0.036510444093382485,0.0035106196243637,Colombia,Santiago de Cali
2020/07/19,13279.0,6827.0,534.0,5918.0,0.028692562250720303,0.04537926465717125,0.0029811195760185492,Colombia,Santiago de Cali
2020/07/20,13643.0,7022.0,559.0,6062.0,0.061958614055253415,0.03295032105441027,0.004224400135180805,Colombia,Santiago de Cali
2020/07/21,13960.0,7197.0,583.0,6180.0,0.05268730313410208,0.028868360277136258,0.00395908940943583,Colombia,Santiago de Cali
2020/07/22,14584.0,7332.0,607.0,6645.0,0.10175010225951407,0.021844660194174758,0.003883495145631068,Colombia,Santiago de Cali
2020/07/23,15183.0,7689.0,638.0,6856.0,0.09086997669137022,0.053724604966139955,0.004665161775771256,Colombia,Santiago de Cali
2020/07/24,15576.0,8096.0,660.0,6820.0,0.057803509382497995,0.05936406067677946,0.0032088681446907816,Colombia,Santiago de Cali
2020/07/25,15964.0,8436.0,684.0,6844.0,0.057381810085589145,0.04985337243401759,0.0035190615835777126,Colombia,Santiago de Cali
2020/07/26,16486.0,8687.0,702.0,7097.0,0.07694504213333418,0.03667445938047925,0.002630040911747516,Colombia,Santiago de Cali
2020/07/27,16908.0,9102.0,731.0,7075.0,0.060004423508711616,0.05847541214597717,0.004086233619839369,Colombia,Santiago de Cali
2020/07/28,17445.0,9491.0,756.0,7198.0,0.07661167072265938,0.05498233215547703,0.0035335689045936395,Colombia,Santiago de Cali
2020/07/29,17764.0,9921.0,777.0,7066.0,0.044746089678812946,0.059738816337871634,0.002917477076965824,Colombia,Santiago de Cali
2020/07/30,18467.0,10320.0,800.0,7347.0,0.10046960204954405,0.05646759128219643,0.0032550240588734786,Colombia,Santiago de Cali
2020/07/31,19041.0,10750.0,822.0,7469.0,0.07892671220383377,0.05852729005036069,0.0029944194909486866,Colombia,Santiago de Cali
2020/08/01,19828.0,11137.0,844.0,7847.0,0.10648111943904336,0.05181416521622707,0.0029455081001472753,Colombia,Santiago de Cali
2020/08/02,20326.0,11454.0,866.0,8006.0,0.064161653425968,0.04039760417994138,0.0028036192175353637,Colombia,Santiago de Cali
2020/08/03,21102.0,11755.0,885.0,8462.0,0.09802028504507271,0.03759680239820135,0.0023732200849362977,Colombia,Santiago de Cali
2020/08/04,21462.0,12187.0,906.0,8369.0,0.04304139222844268,0.05105176081304656,0.0024816828173008744,Colombia,Santiago de Cali
2020/08/05,22281.0,12763.0,925.0,8593.0,0.09902707406174695,0.0688254271717051,0.00227028318795555,Colombia,Santiago de Cali
2020/08/06,23180.0,13189.0,949.0,9042.0,0.10591463838791598,0.04957523565693006,0.002792971022925637,Colombia,Santiago de Cali
2020/08/07,23698.0,13563.0,973.0,9162.0,0.0580260829058682,0.0413625304136253,0.0026542800265428003,Colombia,Santiago de Cali
2020/08/08,24087.0,13944.0,1001.0,9142.0,0.04301721904471221,0.04158480681074001,0.0030561012879283997,Colombia,Santiago de Cali
2020/08/09,24764.0,14462.0,1022.0,9280.0,0.07504545205319846,0.05666156202143951,0.002297090352220521,Colombia,Santiago de Cali
2020/08/10,25026.0,15011.0,1045.0,8970.0,0.028621587990766906,0.059159482758620686,0.002478448275862069,Colombia,Santiago de Cali
2020/08/11,25711.0,15309.0,1069.0,9333.0,0.07742867443622617,0.03322185061315496,0.0026755852842809363,Colombia,Santiago de Cali
2020/08/12,27363.0,15658.0,1085.0,10620.0,0.17953865856409612,0.03739419264973749,0.0017143469409621772,Colombia,Santiago de Cali
2020/08/13,28031.0,16188.0,1105.0,10738.0,0.06385876927720124,0.04990583804143126,0.0018832391713747645,Colombia,Santiago de Cali
2020/08/14,28585.0,16795.0,1116.0,10674.0,0.05239822418315332,0.056528217545166695,0.0010243993294840753,Colombia,Santiago de Cali
2020/08/15,29117.0,18735.0,1132.0,9250.0,0.05063475450275951,0.18175004684279558,0.001498969458497283,Colombia,Santiago de Cali
2020/08/16,29559.0,19572.0,1149.0,8838.0,0.04855943194051472,0.09048648648648648,0.0018378378378378379,Colombia,Santiago de Cali
2020/08/17,29893.0,20554.0,1168.0,8171.0,0.038414267710378334,0.1111111111111111,0.002149807648789319,Colombia,Santiago de Cali
2020/08/18,30714.0,20973.0,1180.0,8561.0,0.10215248351966319,0.05127891322971485,0.0014686084934524537,Colombia,Santiago de Cali
2020/08/19,31545.0,21689.0,1195.0,8661.0,0.09873165518936634,0.08363508935871977,0.0017521317603083752,Colombia,Santiago de Cali
2020/08/20,32539.0,22279.0,1207.0,9053.0,0.11678838706177677,0.0681214640341762,0.0013855213023900243,Colombia,Santiago de Cali
2020/08/21,33037.0,22783.0,1223.0,9031.0,0.05600917718829227,0.05567215287749917,0.0017673699326190213,Colombia,Santiago de Cali
2020/08/22,33564.0,23478.0,1238.0,8848.0,0.05943167409162266,0.07695714760270181,0.0016609456317129886,Colombia,Santiago de Cali
2020/08/23,33837.0,23967.0,1254.0,8616.0,0.03143320152343996,0.055266726943942135,0.0018083182640144665,Colombia,Santiago de Cali
2020/08/24,34315.0,24638.0,1269.0,8408.0,0.05652747113264382,0.07787836583101207,0.0017409470752089136,Colombia,Santiago de Cali
2020/08/25,34902.0,25250.0,1283.0,8369.0,0.07115391500125312,0.07278782112274025,0.001665080875356803,Colombia,Santiago de Cali
2020/08/26,35129.0,25872.0,1296.0,7961.0,0.02765338179624926,0.07432190225833434,0.0015533516549169554,Colombia,Santiago de Cali
2020/08/27,35525.0,26564.0,1311.0,7650.0,0.050719932149567444,0.08692375329732446,0.0018841854038437382,Colombia,Santiago de Cali
2020/08/28,35893.0,27075.0,1330.0,7488.0,0.049060694988502164,0.06679738562091503,0.0024836601307189543,Colombia,Santiago de Cali
2020/08/29,36218.0,27759.0,1343.0,7116.0,0.04427456111609781,0.09134615384615384,0.001736111111111111,Colombia,Santiago de Cali
2020/08/30,36552.0,28386.0,1364.0,6802.0,0.04788795153189485,0.08811129848229342,0.002951096121416526,Colombia,Santiago de Cali
2020/08/31,36861.0,28856.0,1383.0,6622.0,0.046357369009180145,0.06909732431637754,0.002793296089385475,Colombia,Santiago de Cali
2020/09/01,37425.0,29459.0,1401.0,6565.0,0.08692846023096269,0.09106010268800967,0.002718212020537602,Colombia,Santiago de Cali
2020/09/02,37807.0,30137.0,1412.0,6258.0,0.05940703243944298,0.10327494287890328,0.0016755521706016757,Colombia,Santiago de Cali
2020/09/03,38068.0,30634.0,1424.0,6010.0,0.042589947323072266,0.07941834451901567,0.0019175455417066154,Colombia,Santiago de Cali
2020/09/04,38464.0,30930.0,1434.0,6100.0,0.06729555398421953,0.049251247920133114,0.0016638935108153079,Colombia,Santiago de Cali
2020/09/05,38885.0,31973.0,1449.0,5463.0,0.07050408629115064,0.17098360655737704,0.002459016393442623,Colombia,Santiago de Cali
2020/09/06,39334.0,32451.0,1464.0,5419.0,0.08398072988235959,0.08749771187991946,0.0027457440966501922,Colombia,Santiago de Cali
2020/09/07,39510.0,32964.0,1472.0,5074.0,0.033194592363487735,0.09466691271452297,0.0014762871378483115,Colombia,Santiago de Cali
2020/09/08,39919.0,33606.0,1491.0,4822.0,0.08239285020125367,0.12652739456050452,0.003744580212849823,Colombia,Santiago de Cali
2020/09/09,40223.0,34018.0,1505.0,4700.0,0.06445589937470404,0.0854417254251348,0.002903359601824969,Colombia,Santiago de Cali
2020/09/10,40740.0,35018.0,1518.0,4204.0,0.11248200147421306,0.2127659574468085,0.0027659574468085106,Colombia,Santiago de Cali
2020/09/11,41075.0,35410.0,1530.0,4135.0,0.0815076593309432,0.09324452901998097,0.0028544243577545195,Colombia,Santiago de Cali
2020/09/12,41396.0,35686.0,1537.0,4173.0,0.0794195616485706,0.0667472793228537,0.0016928657799274486,Colombia,Santiago de Cali
2020/09/13,41679.0,36010.0,1543.0,4126.0,0.06939277666055896,0.07764198418404025,0.0014378145219266715,Colombia,Santiago de Cali
2020/09/14,42089.0,36358.0,1550.0,4181.0,0.10169505702012105,0.08434318952981096,0.0016965584100824044,Colombia,Santiago de Cali
2020/09/15,42427.0,36404.0,1553.0,4470.0,0.08275261426482722,0.011002152595072949,0.0007175316909830184,Colombia,Santiago de Cali
2020/09/16,42893.0,37130.0,1568.0,4194.0,,,,Colombia,Santiago de Cali
2020/09/17,43330.0,37811.0,1582.0,3936.0,,,,Colombia,Santiago de Cali
2020/09/18,43740.0,38450.0,1596.0,3694.0,,,,Colombia,Santiago de Cali
2020/09/19,44124.0,39050.0,1609.0,3466.0,,,,Colombia,Santiago de Cali
2020/09/20,44485.0,39613.0,1621.0,3251.0,,,,Colombia,Santiago de Cali
2020/09/21,44823.0,40141.0,1632.0,3050.0,,,,Colombia,Santiago de Cali
2020/09/22,45140.0,40636.0,1643.0,2861.0,,,,Colombia,Santiago de Cali
2020/09/23,45438.0,41101.0,1653.0,2684.0,,,,Colombia,Santiago de Cali
2020/09/24,45717.0,41537.0,1662.0,2518.0,,,,Colombia,Santiago de Cali
2020/09/25,45979.0,41946.0,1671.0,2362.0,,,,Colombia,Santiago de Cali
2020/09/26,46225.0,42330.0,1679.0,2216.0,,,,Colombia,Santiago de Cali
2020/09/27,46455.0,42690.0,1687.0,2079.0,,,,Colombia,Santiago de Cali
2020/09/28,46671.0,43028.0,1694.0,1949.0,,,,Colombia,Santiago de Cali
2020/09/29,46874.0,43345.0,1701.0,1828.0,,,,Colombia,Santiago de Cali
2020/09/30,47064.0,43642.0,1707.0,1715.0,,,,Colombia,Santiago de Cali
2020/10/01,47242.0,43921.0,1713.0,1609.0,,,,Colombia,Santiago de Cali
2020/10/02,47409.0,44182.0,1719.0,1508.0,,,,Colombia,Santiago de Cali
2020/10/03,47566.0,44427.0,1724.0,1414.0,,,,Colombia,Santiago de Cali
2020/10/04,47713.0,44657.0,1729.0,1327.0,,,,Colombia,Santiago de Cali
2020/10/05,47851.0,44873.0,1734.0,1245.0,,,,Colombia,Santiago de Cali
2020/10/06,47980.0,45075.0,1738.0,1167.0,,,,Colombia,Santiago de Cali
2020/10/07,48101.0,45265.0,1742.0,1095.0,,,,Colombia,Santiago de Cali
2020/10/08,48215.0,45443.0,1746.0,1026.0,,,,Colombia,Santiago de Cali
2020/10/09,48322.0,45610.0,1750.0,962.0,,,,Colombia,Santiago de Cali
2020/10/10,48422.0,45766.0,1753.0,902.0,,,,Colombia,Santiago de Cali
2020/10/11,48516.0,45913.0,1756.0,847.0,,,,Colombia,Santiago de Cali
2020/10/12,48604.0,46051.0,1759.0,794.0,,,,Colombia,Santiago de Cali
2020/10/13,48686.0,46180.0,1762.0,745.0,,,,Colombia,Santiago de Cali
2020/10/14,48763.0,46301.0,1765.0,698.0,,,,Colombia,Santiago de Cali
2020/10/15,48835.0,46414.0,1767.0,654.0,,,,Colombia,Santiago de Cali
2020/03/16,2.0,0.0,0.0,2.0,,,,Colombia,Barranquilla
2020/03/19,5.0,0.0,0.0,5.0,1.5000026783299005,0.0,0.0,Colombia,Barranquilla
2020/03/21,7.0,0.0,0.0,7.0,0.4000017855580494,0.0,0.0,Colombia,Barranquilla
2020/03/24,9.0,2.0,0.0,7.0,0.28571607127552334,0.2857142857142857,0.0,Colombia,Barranquilla
2020/03/25,12.0,3.0,0.0,9.0,0.42857487215996415,0.14285714285714285,0.0,Colombia,Barranquilla
2020/03/27,13.0,4.0,0.0,9.0,0.11111230149058325,0.1111111111111111,0.0,Colombia,Barranquilla
2020/03/28,16.0,5.0,0.0,11.0,0.3333372020700717,0.1111111111111111,0.0,Colombia,Barranquilla
2020/03/29,20.0,6.0,0.0,14.0,0.36364155803806475,0.09090909090909091,0.0,Colombia,Barranquilla
2020/03/30,21.0,10.0,0.0,11.0,0.0714298468442581,0.2857142857142857,0.0,Colombia,Barranquilla
2020/03/31,29.0,11.0,0.0,18.0,0.7272863626380601,0.09090909090909091,0.0,Colombia,Barranquilla
2020/04/01,31.0,11.0,0.0,20.0,0.1111139879051642,0.0,0.0,Colombia,Barranquilla
2020/04/03,40.0,18.0,2.0,20.0,0.4500124545564928,0.35,0.1,Colombia,Barranquilla
2020/04/05,42.0,18.0,2.0,22.0,0.10000357122768987,0.0,0.0,Colombia,Barranquilla
2020/04/06,43.0,23.0,2.0,18.0,0.045456249907168206,0.22727272727272727,0.0,Colombia,Barranquilla
2020/04/07,46.0,23.0,2.0,21.0,0.16667306513341548,0.0,0.0,Colombia,Barranquilla
2020/04/08,51.0,27.0,2.0,22.0,0.2381050165091513,0.19047619047619047,0.0,Colombia,Barranquilla
2020/04/09,57.0,27.0,3.0,27.0,0.2727396909818797,0.0,0.045454545454545456,Colombia,Barranquilla
2020/04/10,63.0,27.0,3.0,33.0,0.22223353128155252,0.0,0.0,Colombia,Barranquilla
2020/04/11,67.0,27.0,3.0,37.0,0.1212189391504416,0.0,0.0,Colombia,Barranquilla
2020/04/12,69.0,28.0,3.0,38.0,0.05405728754085414,0.02702702702702703,0.0,Colombia,Barranquilla
2020/04/13,71.0,28.0,3.0,40.0,0.052634821330141954,0.0,0.0,Colombia,Barranquilla
2020/04/14,73.0,28.0,3.0,42.0,0.050003169552298506,0.0,0.0,Colombia,Barranquilla
2020/04/16,74.0,30.0,3.0,41.0,0.023811075638705256,0.047619047619047616,0.0,Colombia,Barranquilla
2020/04/17,76.0,31.0,3.0,42.0,0.0487837107179433,0.024390243902439025,0.0,Colombia,Barranquilla
2020/04/18,79.0,31.0,3.0,45.0,0.07143341825050391,0.0,0.0,Colombia,Barranquilla
2020/04/19,81.0,35.0,3.0,43.0,0.04444757929790393,0.08888888888888889,0.0,Colombia,Barranquilla
2020/04/20,82.0,36.0,4.0,42.0,0.02325749581413953,0.023255813953488372,0.023255813953488372,Colombia,Barranquilla
2020/04/21,86.0,36.0,4.0,46.0,0.09524506789647354,0.0,0.0,Colombia,Barranquilla
2020/04/22,89.0,38.0,5.0,46.0,0.06522239899231343,0.043478260869565216,0.021739130434782608,Colombia,Barranquilla
2020/04/23,91.0,38.0,5.0,48.0,0.04348171579532274,0.0,0.0,Colombia,Barranquilla
2020/04/24,96.0,42.0,5.0,49.0,0.1041751301176535,0.08333333333333333,0.0,Colombia,Barranquilla
2020/04/25,103.0,42.0,8.0,53.0,0.1428693876785719,0.0,0.061224489795918366,Colombia,Barranquilla
2020/04/26,115.0,45.0,8.0,62.0,0.22643591644204852,0.05660377358490566,0.0,Colombia,Barranquilla
2020/04/27,133.0,46.0,8.0,79.0,0.2903523908723907,0.016129032258064516,0.0,Colombia,Barranquilla
2020/04/28,142.0,47.0,8.0,87.0,0.11393757947630379,0.012658227848101266,0.0,Colombia,Barranquilla
2020/04/29,144.0,47.0,8.0,89.0,0.02299142046274251,0.0,0.0,Colombia,Barranquilla
2020/04/30,163.0,47.0,11.0,105.0,0.21351059490530508,0.0,0.033707865168539325,Colombia,Barranquilla
2020/05/01,168.0,47.0,14.0,107.0,0.04762597826244093,0.0,0.02857142857142857,Colombia,Barranquilla
2020/05/02,200.0,49.0,16.0,135.0,0.2991102829774542,0.018691588785046728,0.018691588785046728,Colombia,Barranquilla
