Fecha,Casos_Diagnostico_Max,Casos_Recuperado_Max,Casos_Muerte_Max,Casos_Activos_Max,Tasa_Contagio_Max,Tasa_Recuperacion_Max,Tasa_Muerte_Max,Pais,Ciudad
2020/05/03,246.0,50.0,18.0,178.0,0.34080159257179055,0.007407407407407408,0.014814814814814815,Colombia,Barranquilla
2020/05/04,257.0,52.0,19.0,186.0,0.06181132797723883,0.011235955056179775,0.0056179775280898875,Colombia,Barranquilla
2020/05/05,302.0,58.0,22.0,222.0,0.2419910070584014,0.03225806451612903,0.016129032258064516,Colombia,Barranquilla
2020/05/06,309.0,71.0,23.0,215.0,0.03154003529472028,0.05855855855855856,0.0045045045045045045,Colombia,Barranquilla
2020/05/07,326.0,74.0,24.0,228.0,0.07909158623901381,0.013953488372093023,0.004651162790697674,Colombia,Barranquilla
2020/05/08,384.0,78.0,27.0,279.0,0.2544600241442183,0.017543859649122806,0.013157894736842105,Colombia,Barranquilla
2020/05/09,395.0,80.0,27.0,288.0,0.03944004435495835,0.007168458781362007,0.0,Colombia,Barranquilla
2020/05/10,430.0,83.0,29.0,318.0,0.12157064919802504,0.010416666666666666,0.006944444444444444,Colombia,Barranquilla
2020/05/11,454.0,88.0,31.0,335.0,0.07550068231679974,0.015723270440251572,0.006289308176100629,Colombia,Barranquilla
2020/05/12,491.0,89.0,33.0,369.0,0.11049254601818644,0.0029850746268656717,0.005970149253731343,Colombia,Barranquilla
2020/05/13,594.0,94.0,33.0,467.0,0.2792552035569194,0.013550135501355014,0.0,Colombia,Barranquilla
2020/05/14,656.0,101.0,35.0,520.0,0.13283275495605146,0.014989293361884369,0.004282655246252677,Colombia,Barranquilla
2020/05/15,717.0,117.0,36.0,564.0,0.11737643504062549,0.03076923076923077,0.0019230769230769232,Colombia,Barranquilla
2020/05/16,748.0,119.0,37.0,592.0,0.05499974542781578,0.0035460992907801418,0.0017730496453900709,Colombia,Barranquilla
2020/05/17,831.0,122.0,38.0,671.0,0.14029639203416736,0.005067567567567568,0.0016891891891891893,Colombia,Barranquilla
2020/05/18,853.0,134.0,39.0,680.0,0.032811227766432256,0.01788375558867362,0.0014903129657228018,Colombia,Barranquilla
2020/05/19,889.0,141.0,44.0,704.0,0.052981523867085364,0.010294117647058823,0.007352941176470588,Colombia,Barranquilla
2020/05/20,954.0,154.0,46.0,754.0,0.0924028834988418,0.018465909090909092,0.002840909090909091,Colombia,Barranquilla
2020/05/21,1037.0,180.0,48.0,809.0,0.11017341110497483,0.034482758620689655,0.002652519893899204,Colombia,Barranquilla
2020/05/22,1095.0,193.0,54.0,848.0,0.07175988455691606,0.016069221260815822,0.007416563658838072,Colombia,Barranquilla
2020/05/23,1238.0,205.0,58.0,975.0,0.16879708959370754,0.014150943396226415,0.0047169811320754715,Colombia,Barranquilla
2020/05/24,1342.0,222.0,63.0,1057.0,0.10678469103362187,0.017435897435897435,0.005128205128205128,Colombia,Barranquilla
2020/05/25,1376.0,240.0,66.0,1070.0,0.03220509404300909,0.017029328287606435,0.002838221381267739,Colombia,Barranquilla
2020/05/26,1467.0,266.0,78.0,1123.0,0.08515133384792022,0.024299065420560748,0.011214953271028037,Colombia,Barranquilla
2020/05/27,1511.0,291.0,83.0,1137.0,0.039232148188919694,0.02226179875333927,0.004452359750667854,Colombia,Barranquilla
2020/05/28,1592.0,326.0,92.0,1174.0,0.07133633705289816,0.030782761653474055,0.0079155672823219,Colombia,Barranquilla
2020/05/29,1673.0,344.0,98.0,1231.0,0.06909309113021832,0.015332197614991482,0.005110732538330494,Colombia,Barranquilla
2020/05/30,1863.0,361.0,111.0,1391.0,0.15457693818260224,0.01380991064175467,0.010560519902518278,Colombia,Barranquilla
2020/05/31,1986.0,441.0,119.0,1426.0,0.0885729110981527,0.05751258087706686,0.005751258087706686,Colombia,Barranquilla
2020/06/01,2081.0,504.0,134.0,1443.0,0.06673824617788929,0.04417952314165498,0.010518934081346423,Colombia,Barranquilla
2020/06/02,2263.0,580.0,151.0,1532.0,0.12636088757846647,0.05266805266805267,0.01178101178101178,Colombia,Barranquilla
2020/06/03,2400.0,649.0,180.0,1571.0,0.08960662420288737,0.04503916449086162,0.018929503916449087,Colombia,Barranquilla
2020/06/04,2720.0,709.0,196.0,1815.0,0.20412929567307278,0.03819223424570337,0.010184595798854232,Colombia,Barranquilla
2020/06/05,2922.0,810.0,216.0,1896.0,0.11156568616305096,0.05564738292011019,0.011019283746556474,Colombia,Barranquilla
2020/06/06,3106.0,860.0,235.0,2011.0,0.09730023953410735,0.026371308016877638,0.010021097046413503,Colombia,Barranquilla
2020/06/07,3283.0,974.0,259.0,2050.0,0.08826065568493062,0.05668821481849826,0.011934361014420686,Colombia,Barranquilla
2020/06/08,3419.0,1098.0,279.0,2042.0,0.06653648053860242,0.06048780487804878,0.00975609756097561,Colombia,Barranquilla
2020/06/09,3665.0,1139.0,308.0,2218.0,0.12083897595774948,0.020078354554358472,0.014201762977473066,Colombia,Barranquilla
2020/06/10,3884.0,1202.0,331.0,2351.0,0.09906173346734772,0.028403967538322812,0.010369702434625788,Colombia,Barranquilla
2020/06/11,4088.0,1253.0,360.0,2475.0,0.08707351731102589,0.021692896639727774,0.01233517652062952,Colombia,Barranquilla
2020/06/12,4479.0,1338.0,388.0,2753.0,0.1585584832251947,0.03434343434343434,0.011313131313131313,Colombia,Barranquilla
2020/06/13,4765.0,1389.0,415.0,2961.0,0.10430375261358264,0.01852524518706865,0.00980748274609517,Colombia,Barranquilla
2020/06/14,5093.0,1429.0,449.0,3215.0,0.11124663869815869,0.013508949679162444,0.011482607227288078,Colombia,Barranquilla
2020/06/15,5889.0,1464.0,478.0,3947.0,0.24872033186404272,0.01088646967340591,0.009020217729393468,Colombia,Barranquilla
2020/06/16,6162.0,1500.0,519.0,4143.0,0.0695320237809543,0.009120851279452748,0.010387636179376741,Colombia,Barranquilla
2020/06/17,6603.0,1558.0,552.0,4493.0,0.10703342618307446,0.013999517258025585,0.007965242577842143,Colombia,Barranquilla
2020/06/18,7163.0,1678.0,593.0,4892.0,0.12537742540384378,0.026708212775428446,0.009125306031604719,Colombia,Barranquilla
2020/06/19,7568.0,1804.0,626.0,5138.0,0.08332105948457572,0.025756336876533115,0.006745707277187245,Colombia,Barranquilla
2020/06/20,8089.0,1939.0,659.0,5491.0,0.10209110421258295,0.02627481510315298,0.006422732580770728,Colombia,Barranquilla
2020/06/21,8507.0,2127.0,691.0,5689.0,0.07667831196494296,0.03423784374430887,0.005827718084137679,Colombia,Barranquilla
2020/06/22,8839.0,2267.0,729.0,5843.0,0.058804848444785555,0.02460889435753208,0.006679557039901565,Colombia,Barranquilla
2020/06/23,9181.0,2483.0,770.0,5928.0,0.05899713672614462,0.03696731131268184,0.007016943351018313,Colombia,Barranquilla
2020/06/24,9705.0,2675.0,805.0,6225.0,0.08912457770757927,0.032388663967611336,0.005904183535762483,Colombia,Barranquilla
2020/06/25,9967.0,2959.0,842.0,6166.0,0.04245621022704902,0.045622489959839356,0.005943775100401606,Colombia,Barranquilla
2020/06/26,10856.0,3312.0,877.0,6667.0,0.145472202619745,0.057249432371067145,0.005676289328576062,Colombia,Barranquilla
2020/06/27,11418.0,3553.0,905.0,6960.0,0.08512077283229516,0.036148192590370484,0.004199790010499475,Colombia,Barranquilla
2020/06/28,11936.0,3758.0,932.0,7246.0,0.0751917701093441,0.029454022988505746,0.003879310344827586,Colombia,Barranquilla
2020/06/29,12289.0,4052.0,961.0,7276.0,0.049241256104741254,0.040574109853712396,0.004002208114821971,Colombia,Barranquilla
2020/06/30,12682.0,4385.0,986.0,7311.0,0.05461236336531301,0.04576690489279824,0.0034359538207806486,Colombia,Barranquilla
2020/07/01,13055.0,4667.0,1014.0,7374.0,0.051603273641117005,0.03857201477226098,0.0038298454383805225,Colombia,Barranquilla
2020/07/02,13669.0,4873.0,1058.0,7738.0,0.08424744652624888,0.027935991320857067,0.005966910767561703,Colombia,Barranquilla
2020/07/03,14021.0,5075.0,1092.0,7854.0,0.046051776219135254,0.026104936676143706,0.004393900232618248,Colombia,Barranquilla
2020/07/04,14385.0,5261.0,1117.0,8007.0,0.04693330331425241,0.023682200152788387,0.003183091418385536,Colombia,Barranquilla
2020/07/05,14914.0,5437.0,1144.0,8333.0,0.06692670199210907,0.021980766829024605,0.0033720494567253652,Colombia,Barranquilla
2020/07/06,15286.0,5805.0,1179.0,8302.0,0.04524420534037367,0.04416176647065883,0.004200168006720269,Colombia,Barranquilla
2020/07/07,15804.0,6200.0,1204.0,8400.0,0.06325788144038828,0.0475788966514093,0.0030113225728740063,Colombia,Barranquilla
2020/07/08,16183.0,6560.0,1228.0,8395.0,0.04576476171330237,0.04285714285714286,0.002857142857142857,Colombia,Barranquilla
2020/07/09,16861.0,7061.0,1255.0,8545.0,0.08194630054287885,0.05967837998808815,0.003216200119118523,Colombia,Barranquilla
2020/07/10,17618.0,7643.0,1280.0,8695.0,0.08994374905195235,0.06811000585137507,0.002925687536571094,Colombia,Barranquilla
2020/07/11,18004.0,8056.0,1300.0,8648.0,0.04510274657035374,0.047498562392179415,0.0023001725129384704,Colombia,Barranquilla
2020/07/12,18653.0,8447.0,1316.0,8890.0,0.07627221660612948,0.04521276595744681,0.0018501387604070306,Colombia,Barranquilla
2020/07/13,19059.0,8927.0,1339.0,8793.0,0.0464426984758459,0.05399325084364454,0.0025871766029246343,Colombia,Barranquilla
2020/07/14,19645.0,9453.0,1361.0,8831.0,0.06779752324253446,0.05982031161150916,0.0025019902194927785,Colombia,Barranquilla
2020/07/15,20062.0,10110.0,1381.0,8571.0,0.04806297604340297,0.07439701053108368,0.0022647491790284227,Colombia,Barranquilla
2020/07/16,21033.0,10712.0,1398.0,8923.0,0.1153551061133002,0.07023684517559212,0.0019834325049585813,Colombia,Barranquilla
2020/07/17,23069.0,11505.0,1414.0,10150.0,0.2325409741622343,0.08887145578841196,0.0017931189061974671,Colombia,Barranquilla
2020/07/18,24566.0,12582.0,1440.0,10544.0,0.15058913226762236,0.10610837438423645,0.0025615763546798028,Colombia,Barranquilla
2020/07/19,24923.0,13794.0,1457.0,9672.0,0.034617342865355394,0.11494688922610015,0.0016122913505311077,Colombia,Barranquilla
2020/07/20,25439.0,14395.0,1466.0,9578.0,0.05456395850855975,0.06213813068651778,0.0009305210918114144,Colombia,Barranquilla
2020/07/21,25901.0,14723.0,1478.0,9700.0,0.04935649003958818,0.03424514512424306,0.001252871163082063,Colombia,Barranquilla
2020/07/22,26132.0,15141.0,1490.0,9501.0,0.024378147577002733,0.043092783505154636,0.0012371134020618556,Colombia,Barranquilla
2020/07/23,26430.0,16049.0,1506.0,8875.0,0.0321143470930646,0.09556888748552785,0.0016840332596568782,Colombia,Barranquilla
2020/07/24,26633.0,16364.0,1514.0,8755.0,0.02342600037915909,0.03549295774647887,0.0009014084507042254,Colombia,Barranquilla
2020/07/25,26932.0,17586.0,1527.0,7819.0,0.034983731078690454,0.13957738435179898,0.0014848657909765847,Colombia,Barranquilla
2020/07/26,27362.0,18137.0,1536.0,7689.0,0.05634911516144284,0.07046936948458882,0.0011510423327791277,Colombia,Barranquilla
2020/07/27,27736.0,19192.0,1548.0,6996.0,0.049858873675698155,0.1372089998699441,0.0015606710885680843,Colombia,Barranquilla
2020/07/28,28480.0,19780.0,1558.0,7142.0,0.10904669899163266,0.08404802744425385,0.001429388221841052,Colombia,Barranquilla
2020/07/29,28777.0,20429.0,1568.0,6780.0,0.04266992567642235,0.09087090450854103,0.0014001680201624195,Colombia,Barranquilla
2020/07/30,29260.0,21349.0,1579.0,6332.0,0.07311742616788063,0.13569321533923304,0.0016224188790560472,Colombia,Barranquilla
2020/07/31,29487.0,21793.0,1584.0,6110.0,0.03681125824674942,0.07012002526847758,0.0007896399241945673,Colombia,Barranquilla
2020/08/01,29908.0,22350.0,1592.0,5966.0,0.0707663801752206,0.0911620294599018,0.001309328968903437,Colombia,Barranquilla
2020/08/02,30299.0,22797.0,1597.0,5905.0,0.06733599515347186,0.07492457257794168,0.0008380824673147837,Colombia,Barranquilla
2020/08/03,30723.0,23317.0,1600.0,5806.0,0.07379985651685875,0.08806096528365792,0.0005080440304826418,Colombia,Barranquilla
2020/08/04,31207.0,23931.0,1609.0,5667.0,0.08571303885892184,0.10575266965208405,0.001550120564932828,Colombia,Barranquilla
2020/08/05,31461.0,24194.0,1614.0,5653.0,0.046105428422236444,0.04640903476266102,0.0008823010411152286,Colombia,Barranquilla
2020/08/06,31637.0,24617.0,1620.0,5400.0,0.0320336596733902,0.07482752520785424,0.0010613833362816203,Colombia,Barranquilla
2020/08/07,32024.0,25027.0,1627.0,5370.0,0.07374970677387566,0.07592592592592592,0.0012962962962962963,Colombia,Barranquilla
2020/08/08,32370.0,25419.0,1634.0,5317.0,0.06632837309574598,0.07299813780260708,0.0013035381750465549,Colombia,Barranquilla
2020/08/09,32726.0,25893.0,1639.0,5194.0,0.06894757462638827,0.08914801579838255,0.000940379913485048,Colombia,Barranquilla
2020/08/10,33048.0,26333.0,1641.0,5074.0,0.06386041612880802,0.08471313053523297,0.0003850596842510589,Colombia,Barranquilla
2020/08/11,33323.0,26657.0,1647.0,5019.0,0.055845562977725395,0.06385494678754434,0.0011824990145841545,Colombia,Barranquilla
2020/08/12,33449.0,26891.0,1650.0,4908.0,0.025874363335517823,0.04662283323371189,0.0005977286312014345,Colombia,Barranquilla
2020/08/13,33651.0,27221.0,1654.0,4776.0,0.04242418352157761,0.06723716381418093,0.0008149959250203749,Colombia,Barranquilla
2020/08/14,33804.0,27948.0,1659.0,4197.0,0.033027410882432176,0.15221943048576214,0.0010469011725293131,Colombia,Barranquilla
2020/08/15,34014.0,28385.0,1660.0,3969.0,0.05159277719398819,0.10412199189897546,0.0002382654276864427,Colombia,Barranquilla
2020/08/16,34182.0,28701.0,1662.0,3819.0,0.043653666684560104,0.07961703199798438,0.0005039052658100278,Colombia,Barranquilla
2020/08/17,34277.0,29113.0,1665.0,3499.0,0.02565864248547331,0.1078816444095313,0.0007855459544383347,Colombia,Barranquilla
2020/08/18,34486.0,29361.0,1666.0,3459.0,0.0616169315910815,0.07087739354101172,0.0002857959416976279,Colombia,Barranquilla
2020/08/19,34830.0,29617.0,1668.0,3545.0,0.10260988609778017,0.07400982943047124,0.0005782017924255566,Colombia,Barranquilla
2020/08/20,34992.0,30219.0,1673.0,3100.0,0.04716477173441844,0.16981664315937942,0.0014104372355430183,Colombia,Barranquilla
2020/08/21,35093.0,30486.0,1676.0,2931.0,0.03363128600400952,0.08612903225806452,0.000967741935483871,Colombia,Barranquilla
2020/08/22,35133.0,30675.0,1676.0,2782.0,0.014088617955718143,0.06448311156601842,0.0,Colombia,Barranquilla
2020/08/23,35294.0,30886.0,1678.0,2730.0,0.059746020136970265,0.07584471603163193,0.0007189072609633358,Colombia,Barranquilla
2020/08/24,35445.0,31142.0,1682.0,2621.0,0.05711089695818805,0.09377289377289377,0.0014652014652014652,Colombia,Barranquilla
2020/08/25,35571.0,31429.0,1683.0,2459.0,0.049644216486852175,0.10950019076688287,0.00038153376573826786,Colombia,Barranquilla
2020/08/26,35657.0,31630.0,1684.0,2343.0,0.036120646275670035,0.08174054493696625,0.00040666937779585197,Colombia,Barranquilla
2020/08/27,35783.0,31875.0,1687.0,2221.0,0.055545423934522616,0.10456679470763978,0.0012804097311139564,Colombia,Barranquilla
2020/08/28,35854.0,32253.0,1692.0,1909.0,0.033022525353752004,0.17019360648356596,0.0022512381809995496,Colombia,Barranquilla
2020/08/29,35918.0,32414.0,1695.0,1809.0,0.03463402576818939,0.08433734939759036,0.001571503404924044,Colombia,Barranquilla
2020/08/30,36000.0,32682.0,1697.0,1621.0,0.04683061396205646,0.14814814814814814,0.001105583195135434,Colombia,Barranquilla
2020/08/31,36062.0,32783.0,1699.0,1580.0,0.03951810299947466,0.06230721776681061,0.0012338062924120913,Colombia,Barranquilla
2020/09/01,36150.0,32916.0,1706.0,1528.0,0.057549007412361526,0.08417721518987342,0.004430379746835443,Colombia,Barranquilla
2020/09/02,36206.0,33050.0,1708.0,1448.0,0.03787147163018887,0.08769633507853403,0.0013089005235602095,Colombia,Barranquilla
2020/09/03,36406.0,33242.0,1708.0,1456.0,0.14273529598847687,0.13259668508287292,0.0,Colombia,Barranquilla
2020/09/04,36482.0,33376.0,1709.0,1397.0,0.05395134879506434,0.09203296703296704,0.0006868131868131869,Colombia,Barranquilla
2020/09/05,36572.0,33617.0,1712.0,1243.0,0.06659270416900702,0.1725125268432355,0.0021474588403722263,Colombia,Barranquilla
2020/09/06,36621.0,33792.0,1712.0,1117.0,0.04075130967272518,0.1407884151246983,0.0,Colombia,Barranquilla
2020/09/07,36645.0,33928.0,1713.0,1004.0,0.022212340806179325,0.12175470008952552,0.0008952551477170994,Colombia,Barranquilla
2020/09/08,36761.0,34050.0,1714.0,997.0,0.11944559995556209,0.12151394422310757,0.00099601593625498,Colombia,Barranquilla
2020/09/09,36834.0,34145.0,1716.0,973.0,0.0757042186853617,0.09528585757271815,0.0020060180541624875,Colombia,Barranquilla
2020/09/10,36896.0,34345.0,1720.0,831.0,0.06588711546383931,0.20554984583761562,0.0041109969167523125,Colombia,Barranquilla
2020/09/11,36951.0,34417.0,1723.0,811.0,0.06843971119822352,0.08664259927797834,0.0036101083032490976,Colombia,Barranquilla
2020/09/12,37022.0,34524.0,1723.0,775.0,0.09053282012016006,0.1319358816276202,0.0,Colombia,Barranquilla
2020/09/13,37072.0,34572.0,1726.0,774.0,0.06672142681611011,0.06193548387096774,0.003870967741935484,Colombia,Barranquilla
2020/09/14,37107.0,34656.0,1726.0,725.0,0.046767500149839075,0.10852713178294573,0.0,Colombia,Barranquilla
2020/09/15,37235.0,34667.0,1726.0,842.0,0.18260096608119417,0.015172413793103448,0.0,Colombia,Barranquilla
2020/09/16,37346.0,34824.0,1729.0,792.0,,,,Colombia,Barranquilla
2020/09/17,37450.0,34972.0,1732.0,746.0,,,,Colombia,Barranquilla
2020/09/18,37548.0,35111.0,1735.0,702.0,,,,Colombia,Barranquilla
2020/09/19,37640.0,35242.0,1738.0,660.0,,,,Colombia,Barranquilla
2020/09/20,37727.0,35365.0,1741.0,621.0,,,,Colombia,Barranquilla
2020/09/21,37809.0,35481.0,1744.0,584.0,,,,Colombia,Barranquilla
2020/09/22,37886.0,35590.0,1746.0,549.0,,,,Colombia,Barranquilla
2020/09/23,37958.0,35693.0,1748.0,517.0,,,,Colombia,Barranquilla
2020/09/24,38026.0,35790.0,1750.0,486.0,,,,Colombia,Barranquilla
2020/09/25,38090.0,35881.0,1752.0,457.0,,,,Colombia,Barranquilla
2020/09/26,38150.0,35966.0,1754.0,430.0,,,,Colombia,Barranquilla
2020/09/27,38207.0,36046.0,1756.0,404.0,,,,Colombia,Barranquilla
2020/09/28,38260.0,36122.0,1758.0,381.0,,,,Colombia,Barranquilla
2020/09/29,38310.0,36193.0,1760.0,357.0,,,,Colombia,Barranquilla
2020/09/30,38357.0,36260.0,1761.0,336.0,,,,Colombia,Barranquilla
2020/10/01,38401.0,36323.0,1762.0,316.0,,,,Colombia,Barranquilla
2020/10/02,38443.0,36382.0,1763.0,297.0,,,,Colombia,Barranquilla
2020/10/03,38482.0,36438.0,1764.0,280.0,,,,Colombia,Barranquilla
2020/10/04,38519.0,36490.0,1765.0,263.0,,,,Colombia,Barranquilla
2020/10/05,38554.0,36539.0,1766.0,248.0,,,,Colombia,Barranquilla
2020/10/06,38587.0,36585.0,1767.0,234.0,,,,Colombia,Barranquilla
2020/10/07,38618.0,36629.0,1768.0,221.0,,,,Colombia,Barranquilla
2020/10/08,38647.0,36670.0,1769.0,208.0,,,,Colombia,Barranquilla
2020/10/09,38674.0,36709.0,1770.0,196.0,,,,Colombia,Barranquilla
2020/10/10,38700.0,36746.0,1771.0,183.0,,,,Colombia,Barranquilla
2020/10/11,38724.0,36780.0,1772.0,172.0,,,,Colombia,Barranquilla
2020/10/12,38747.0,36812.0,1773.0,162.0,,,,Colombia,Barranquilla
2020/10/13,38768.0,36842.0,1774.0,152.0,,,,Colombia,Barranquilla
2020/10/14,38788.0,36870.0,1775.0,143.0,,,,Colombia,Barranquilla
2020/10/15,38807.0,36897.0,1776.0,135.0,,,,Colombia,Barranquilla
2020/03/17,1.0,0.0,0.0,1.0,,,,Colombia,Pereira
2020/03/18,3.0,0.0,0.0,3.0,2.0000048819900944,0.0,0.0,Colombia,Pereira
2020/03/20,4.0,0.0,0.0,4.0,0.33333577434029754,0.0,0.0,Colombia,Pereira
2020/03/21,5.0,0.0,0.0,5.0,0.25000244101292274,0.0,0.0,Colombia,Pereira
2020/03/22,7.0,0.0,0.0,7.0,0.4000048820377626,0.0,0.0,Colombia,Pereira
2020/03/24,10.0,1.0,0.0,9.0,0.42857875166382403,0.14285714285714285,0.0,Colombia,Pereira
2020/03/25,12.0,1.0,0.0,11.0,0.22222764677483225,0.0,0.0,Colombia,Pereira
2020/03/29,20.0,3.0,0.0,17.0,0.7272940310742575,0.18181818181818182,0.0,Colombia,Pereira
2020/03/31,25.0,4.0,0.0,21.0,0.294132006519195,0.058823529411764705,0.0,Colombia,Pereira
2020/04/03,27.0,6.0,0.0,21.0,0.09524390747156801,0.09523809523809523,0.0,Colombia,Pereira
2020/04/08,32.0,12.0,0.0,20.0,0.23811093120223265,0.2857142857142857,0.0,Colombia,Pereira
2020/04/09,33.0,13.0,0.0,20.0,0.050003905887637375,0.05,0.0,Colombia,Pereira
2020/04/10,35.0,13.0,0.0,22.0,0.10000805591291802,0.0,0.0,Colombia,Pereira
2020/04/11,38.0,14.0,0.0,24.0,0.13637528753424613,0.045454545454545456,0.0,Colombia,Pereira
2020/04/12,40.0,16.0,0.0,24.0,0.08334106384917844,0.08333333333333333,0.0,Colombia,Pereira
2020/04/13,41.0,17.0,0.0,24.0,0.04167073537908193,0.041666666666666664,0.0,Colombia,Pereira
2020/04/14,44.0,18.0,0.0,26.0,0.12501251132121993,0.041666666666666664,0.0,Colombia,Pereira
2020/04/15,46.0,20.0,0.0,26.0,0.07693133961974319,0.07692307692307693,0.0,Colombia,Pereira
2020/04/17,75.0,20.0,0.0,55.0,1.1155098709660942,0.0,0.0,Colombia,Pereira
2020/04/18,83.0,21.0,4.0,58.0,0.14548117930239293,0.01818181818181818,0.07272727272727272,Colombia,Pereira
2020/04/19,87.0,21.0,4.0,62.0,0.06897949263105485,0.0,0.0,Colombia,Pereira
2020/04/21,89.0,24.0,4.0,61.0,0.03226491648902074,0.04838709677419355,0.0,Colombia,Pereira
2020/04/22,94.0,25.0,4.0,65.0,0.0819850241996609,0.01639344262295082,0.0,Colombia,Pereira
2020/04/23,97.0,25.0,4.0,68.0,0.04616443872161981,0.0,0.0,Colombia,Pereira
2020/04/24,98.0,25.0,5.0,68.0,0.014709365176731406,0.0,0.014705882352941176,Colombia,Pereira
2020/04/25,123.0,28.0,5.0,90.0,0.36773502726806345,0.04411764705882353,0.0,Colombia,Pereira
2020/04/26,126.0,36.0,5.0,85.0,0.03334334439433488,0.08888888888888889,0.0,Colombia,Pereira
2020/04/28,132.0,41.0,5.0,86.0,0.07060995241766739,0.058823529411764705,0.0,Colombia,Pereira
2020/04/30,138.0,47.0,5.0,86.0,0.06978992891252275,0.06976744186046512,0.0,Colombia,Pereira
2020/05/01,139.0,50.0,5.0,84.0,0.01163182523261379,0.03488372093023256,0.0,Colombia,Pereira
2020/05/02,143.0,52.0,7.0,84.0,0.047635210125961745,0.023809523809523808,0.023809523809523808,Colombia,Pereira
2020/05/08,144.0,97.0,7.0,40.0,0.011908918849120594,0.5357142857142857,0.0,Colombia,Pereira
2020/05/09,146.0,99.0,7.0,40.0,0.050017581301309316,0.05,0.0,Colombia,Pereira
2020/05/13,163.0,99.0,7.0,57.0,0.4251515173713873,0.0,0.0,Colombia,Pereira
2020/05/14,165.0,117.0,7.0,41.0,0.03510168559978775,0.3157894736842105,0.0,Colombia,Pereira
2020/05/21,166.0,136.0,7.0,23.0,0.02440007135324891,0.4634146341463415,0.0,Colombia,Pereira
2020/05/23,167.0,137.0,7.0,23.0,0.04349588558459693,0.043478260869565216,0.0,Colombia,Pereira
2020/05/24,168.0,139.0,7.0,22.0,0.043495991800877605,0.08695652173913043,0.0,Colombia,Pereira
2020/05/25,171.0,139.0,7.0,25.0,0.13641958014635072,0.0,0.0,Colombia,Pereira
2020/05/27,173.0,139.0,7.0,27.0,0.08003340667498578,0.0,0.0,Colombia,Pereira
2020/05/30,175.0,139.0,7.0,29.0,0.07410536811240602,0.0,0.0,Colombia,Pereira
2020/06/03,176.0,157.0,7.0,12.0,0.03449749502225407,0.6206896551724138,0.0,Colombia,Pereira
2020/06/04,177.0,158.0,7.0,12.0,0.08336914989393414,0.08333333333333333,0.0,Colombia,Pereira
2020/06/05,179.0,159.0,7.0,13.0,0.1667387069701639,0.08333333333333333,0.0,Colombia,Pereira
2020/06/06,182.0,160.0,7.0,15.0,0.23087010647176803,0.07692307692307693,0.0,Colombia,Pereira
2020/06/07,183.0,160.0,7.0,16.0,0.06669629716458927,0.0,0.0,Colombia,Pereira
2020/06/09,185.0,160.0,7.0,18.0,0.12505586257927603,0.0,0.0,Colombia,Pereira
2020/06/10,189.0,160.0,7.0,22.0,0.22232261933349887,0.0,0.0,Colombia,Pereira
2020/06/11,192.0,163.0,7.0,22.0,0.1364265763468657,0.13636363636363635,0.0,Colombia,Pereira
2020/06/12,194.0,164.0,7.0,23.0,0.09095171724177434,0.045454545454545456,0.0,Colombia,Pereira
2020/06/13,197.0,164.0,7.0,26.0,0.13049657950967664,0.0,0.0,Colombia,Pereira
2020/06/14,199.0,164.0,7.0,28.0,0.07696008509248943,0.0,0.0,Colombia,Pereira
2020/06/16,200.0,164.0,7.0,29.0,0.03573164260367994,0.0,0.0,Colombia,Pereira
2020/06/17,203.0,165.0,7.0,31.0,0.10349880375220112,0.034482758620689655,0.0,Colombia,Pereira
2020/06/18,226.0,165.0,7.0,54.0,0.7423033105901559,0.0,0.0,Colombia,Pereira
2020/06/19,229.0,166.0,9.0,54.0,0.055586220446372264,0.018518518518518517,0.037037037037037035,Colombia,Pereira
2020/06/20,236.0,166.0,9.0,61.0,0.12970213137025938,0.0,0.0,Colombia,Pereira
2020/06/21,238.0,168.0,9.0,61.0,0.03280578378612554,0.03278688524590164,0.0,Colombia,Pereira
2020/06/22,240.0,168.0,9.0,63.0,0.03280594403634431,0.0,0.0,Colombia,Pereira
2020/06/23,245.0,168.0,9.0,68.0,0.0794116016498353,0.0,0.0,Colombia,Pereira
2020/06/24,256.0,172.0,9.0,75.0,0.16186150591396112,0.058823529411764705,0.0,Colombia,Pereira
2020/06/25,261.0,175.0,9.0,77.0,0.06670835226282769,0.04,0.0,Colombia,Pereira
2020/06/26,268.0,181.0,9.0,78.0,0.09096704584590781,0.07792207792207792,0.0,Colombia,Pereira
2020/06/27,273.0,187.0,9.0,77.0,0.0641445264944906,0.07692307692307693,0.0,Colombia,Pereira
2020/06/28,276.0,187.0,9.0,80.0,0.03898701952180605,0.0,0.0,Colombia,Pereira
2020/06/29,278.0,188.0,10.0,80.0,0.025016854179592277,0.0125,0.0125,Colombia,Pereira
2020/07/01,289.0,203.0,10.0,76.0,0.13759337016844492,0.1875,0.0,Colombia,Pereira
2020/07/02,297.0,215.0,10.0,72.0,0.1053374677738753,0.15789473684210525,0.0,Colombia,Pereira
2020/07/03,307.0,218.0,10.0,79.0,0.13898965273994893,0.041666666666666664,0.0,Colombia,Pereira
2020/07/04,324.0,219.0,10.0,95.0,0.21535125412662595,0.012658227848101266,0.0,Colombia,Pereira
2020/07/05,326.0,222.0,10.0,94.0,0.02106929487266852,0.031578947368421054,0.0,Colombia,Pereira
