Fecha,Casos_Diagnostico,Casos_Recuperado,Casos_Muerte,Casos_Activos,Tasa_Contagio,Tasa_Recuperacion,Tasa_Muerte
2020-03-13,1,0.0,0.0,1.0,,,
2020-03-16,3,0.0,0.0,3.0,2.0000010971721487,0.0,0.0
2020-03-17,8,0.0,0.0,8.0,1.6666694096000474,0.0,0.0
2020-03-20,9,0.0,0.0,9.0,0.12500054858818088,0.0,0.0
2020-03-21,15,0.0,0.0,15.0,0.6666699581975577,0.0,0.0
2020-03-22,19,0.0,0.0,19.0,0.26666886102781684,0.0,0.0
2020-03-23,22,1.0,0.0,21.0,0.1578963826165793,0.05263157894736842,0.0
2020-03-24,45,0.0,0.0,45.0,1.0952513137024509,-0.047619047619047616,0.0
2020-03-25,46,0.0,2.0,44.0,0.022222770821538448,0.0,0.044444444444444446
2020-03-26,48,3.0,0.0,45.0,0.0454556925264723,0.06818181818181818,-0.045454545454545456
2020-03-28,56,7.0,0.0,49.0,0.1777824591663142,0.08888888888888889,0.0
2020-03-29,63,0.0,0.0,63.0,0.1428615316781574,-0.14285714285714285,0.0
2020-03-30,70,8.0,3.0,59.0,0.11111495134424618,0.12698412698412698,0.047619047619047616
2020-03-31,78,11.0,4.0,63.0,0.13559842745475595,0.05084745762711865,0.01694915254237288
2020-04-01,101,12.0,0.0,89.0,0.3650949873808117,0.015873015873015872,-0.06349206349206349
2020-04-02,103,14.0,0.0,89.0,0.02247315528613995,0.02247191011235955,0.0
2020-04-03,116,15.0,5.0,96.0,0.14607566963885865,0.011235955056179775,0.056179775280898875
2020-04-04,130,16.0,7.0,107.0,0.14584261416659305,0.010416666666666666,0.020833333333333332
2020-04-05,144,17.0,0.0,127.0,0.13085045324594768,0.009345794392523364,-0.06542056074766354
2020-04-06,153,19.0,9.0,125.0,0.07087174034118467,0.015748031496062992,0.07086614173228346
2020-04-07,166,20.0,0.0,146.0,0.10400872982955106,0.008,-0.072
2020-04-08,237,0.0,0.0,237.0,0.4863456590463844,-0.136986301369863,0.0
2020-04-09,268,28.0,10.0,230.0,0.1308186961340259,0.11814345991561181,0.04219409282700422
2020-04-10,331,30.0,0.0,301.0,0.2739533203658804,0.008695652173913044,-0.043478260869565216
2020-04-11,376,31.0,0.0,345.0,0.14952881285415978,0.0033222591362126247,0.0
2020-04-12,382,36.0,14.0,332.0,0.017394892361845774,0.014492753623188406,0.04057971014492753
2020-04-13,387,43.0,15.0,329.0,0.015063397645932272,0.02108433734939759,0.0030120481927710845
2020-04-14,399,50.0,17.0,332.0,0.036481909341383865,0.02127659574468085,0.0060790273556231
2020-04-15,414,53.0,20.0,341.0,0.045190614471912575,0.009036144578313253,0.009036144578313253
2020-04-16,432,60.0,24.0,348.0,0.05279791492625103,0.020527859237536656,0.011730205278592375
2020-04-17,462,65.0,25.0,372.0,0.08622733148544769,0.014367816091954023,0.0028735632183908046
2020-04-18,474,69.0,28.0,377.0,0.03226624228641111,0.010752688172043012,0.008064516129032258
2020-04-19,483,80.0,31.0,372.0,0.0238788882642069,0.029177718832891247,0.007957559681697613
2020-04-20,521,91.0,33.0,397.0,0.1021776113222428,0.02956989247311828,0.005376344086021506
2020-04-21,545,113.0,34.0,398.0,0.06047068382269573,0.055415617128463476,0.0025188916876574307
2020-04-22,568,120.0,36.0,412.0,0.05780622758598196,0.017587939698492462,0.005025125628140704
2020-04-23,601,127.0,38.0,436.0,0.08012205314754013,0.01699029126213592,0.0048543689320388345
2020-04-24,618,137.0,0.0,481.0,0.03900368520502619,0.022935779816513763,-0.0871559633027523
2020-04-25,634,154.0,0.0,480.0,0.033275314461056714,0.035343035343035345,0.0
2020-04-26,653,171.0,39.0,443.0,0.039597105340419866,0.035416666666666666,0.08125
2020-04-27,659,177.0,41.0,441.0,0.013548871623686511,0.013544018058690745,0.004514672686230248
2020-04-28,688,197.0,42.0,449.0,0.06578341907992638,0.045351473922902494,0.0022675736961451248
2020-04-29,708,206.0,45.0,457.0,0.044560248085388374,0.0200445434298441,0.0066815144766146995
2020-04-30,745,211.0,46.0,488.0,0.08099425894238159,0.010940919037199124,0.002188183807439825
2020-05-01,793,225.0,0.0,568.0,0.09840087181988406,0.028688524590163935,-0.0942622950819672
2020-05-02,834,235.0,47.0,552.0,0.0722145139645541,0.017605633802816902,0.08274647887323944
2020-05-03,836,246.0,0.0,590.0,0.0036248468476659103,0.019927536231884056,-0.08514492753623189
2020-05-04,862,257.0,50.0,555.0,0.04408801615502192,0.01864406779661017,0.0847457627118644
2020-05-05,890,289.0,0.0,601.0,0.050474318793595284,0.05765765765765766,-0.09009009009009009
2020-05-06,929,312.0,52.0,565.0,0.06492354528042814,0.03826955074875208,0.08652246256239601
2020-05-07,967,320.0,54.0,593.0,0.06729093106142524,0.01415929203539823,0.0035398230088495575
2020-05-08,1003,346.0,55.0,602.0,0.06074048482990858,0.04384485666104553,0.0016863406408094434
2020-05-09,1054,374.0,56.0,624.0,0.0847642479353057,0.046511627906976744,0.0016611295681063123
2020-05-10,1064,395.0,58.0,611.0,0.016034912562894275,0.03365384615384615,0.003205128205128205
2020-05-11,1090,415.0,62.0,613.0,0.04257804409199738,0.03273322422258593,0.006546644844517185
2020-05-12,1117,440.0,63.0,614.0,0.04407203024315206,0.040783034257748776,0.0016313213703099511
2020-05-13,1169,475.0,65.0,629.0,0.08474248142243655,0.057003257328990226,0.003257328990228013
