Fecha,Casos_Diagnostico,Casos_Recuperado,Casos_Muerte,Casos_Activos,Tasa_Contagio,Tasa_Recuperacion,Tasa_Muerte,Pais,Ciudad
2020/06/18,18189.0,8271.0,521.0,9397.0,0.08793631214078908,0.03794642857142857,0.0010044642857142856,Colombia,Bogotá D.C.
2020/06/19,19230.0,8674.0,538.0,10018.0,0.11106132884072503,0.04288602745557093,0.0018090880068106843,Colombia,Bogotá D.C.
2020/06/20,19757.0,9176.0,550.0,10031.0,0.05274655120680782,0.05010980235575963,0.0011978438810141745,Colombia,Bogotá D.C.
2020/06/21,20699.0,9574.0,572.0,10553.0,0.09416794870311015,0.03967700129598246,0.0021932010766623467,Colombia,Bogotá D.C.
2020/06/22,21532.0,10000.0,592.0,10940.0,0.07916307011288651,0.04036766796171705,0.001895195678953852,Colombia,Bogotá D.C.
2020/06/23,22400.0,10351.0,617.0,11432.0,0.07958046863606714,0.03208409506398537,0.0022851919561243145,Colombia,Bogotá D.C.
2020/06/24,23360.0,10694.0,641.0,12025.0,0.08423755620414092,0.030003498950314907,0.002099370188943317,Colombia,Bogotá D.C.
2020/06/25,24633.0,11246.0,662.0,12725.0,0.10620826183664357,0.045904365904365904,0.0017463617463617464,Colombia,Bogotá D.C.
2020/06/26,25534.0,11633.0,687.0,13214.0,0.07104920530999848,0.030412573673870333,0.0019646365422396855,Colombia,Bogotá D.C.
2020/06/27,27109.0,12030.0,718.0,14361.0,0.1196170695792311,0.03004389284092629,0.0023459966701982744,Colombia,Bogotá D.C.
2020/06/28,27921.0,12499.0,751.0,14671.0,0.05675627019339345,0.032657892904393845,0.002297890119072488,Colombia,Bogotá D.C.
2020/06/29,29314.0,12907.0,776.0,15631.0,0.09531981567240248,0.027809965237543453,0.0017040419875945744,Colombia,Bogotá D.C.
2020/06/30,30031.0,13471.0,808.0,15752.0,0.046058391273494426,0.03608214445652869,0.0020472138698739684,Colombia,Bogotá D.C.
2020/07/01,31430.0,13872.0,837.0,16721.0,0.08918707555410686,0.025457084814626715,0.001841036058913154,Colombia,Bogotá D.C.
2020/07/02,32737.0,14145.0,875.0,17717.0,0.07850877846695768,0.016326774714430954,0.0022725913521918547,Colombia,Bogotá D.C.
2020/07/03,34139.0,14491.0,921.0,18727.0,0.0794954189626121,0.019529265677033357,0.002596376361686516,Colombia,Bogotá D.C.
2020/07/04,35275.0,14908.0,953.0,19414.0,0.0609508233436079,0.02226731457254232,0.0017087627489720725,Colombia,Bogotá D.C.
2020/07/05,36562.0,15282.0,992.0,20288.0,0.06661959831501961,0.01926444833625219,0.00200885958586587,Colombia,Bogotá D.C.
2020/07/06,37648.0,16090.0,1035.0,20523.0,0.05380309994323949,0.039826498422712936,0.0021194794952681386,Colombia,Bogotá D.C.
2020/07/07,39255.0,16514.0,1085.0,21656.0,0.07871504674005073,0.020659747600253374,0.0024362909905959167,Colombia,Bogotá D.C.
2020/07/08,40740.0,16980.0,1129.0,22631.0,0.06894910645515882,0.021518285925378647,0.002031769486516439,Colombia,Bogotá D.C.
2020/07/09,42348.0,17566.0,1197.0,23585.0,0.0714583589827206,0.025893685652423667,0.0030047280279262957,Colombia,Bogotá D.C.
2020/07/10,45055.0,18168.0,1260.0,25627.0,0.11545717379888416,0.025524697901208395,0.002671189315242739,Colombia,Bogotá D.C.
2020/07/11,47540.0,18723.0,1332.0,27485.0,0.09758023906086924,0.021656846294923322,0.002809536816638701,Colombia,Bogotá D.C.
2020/07/12,49658.0,19229.0,1391.0,29038.0,0.07757373850123817,0.018410041841004185,0.0021466254320538477,Colombia,Bogotá D.C.
2020/07/13,51292.0,19887.0,1465.0,29940.0,0.056662902359327465,0.02265996280735588,0.0025483848749913904,Colombia,Bogotá D.C.
2020/07/14,53141.0,20507.0,1537.0,31097.0,0.06220110418926905,0.020708082832331328,0.002404809619238477,Colombia,Bogotá D.C.
2020/07/15,55065.0,21234.0,1624.0,32207.0,0.06233216178562387,0.02337846094478567,0.0027976975270926456,Colombia,Bogotá D.C.
2020/07/16,56838.0,22298.0,1701.0,32839.0,0.05547551125365473,0.03303629645729189,0.0023907846120408607,Colombia,Bogotá D.C.
2020/07/17,58954.0,23355.0,1801.0,33798.0,0.06494962584390332,0.03218733822588995,0.003045159718627242,Colombia,Bogotá D.C.
2020/07/18,60444.0,24484.0,1884.0,34076.0,0.04445034994212031,0.03340434345227528,0.0024557666134090773,Colombia,Bogotá D.C.
2020/07/19,63313.0,25274.0,1949.0,36090.0,0.08490880297156607,0.023183472238525647,0.0019075008803850217,Colombia,Bogotá D.C.
2020/07/20,65646.0,26117.0,2040.0,37489.0,0.06521892636519207,0.023358270989193682,0.0025214740925464116,Colombia,Bogotá D.C.
2020/07/21,67909.0,26750.0,2154.0,39005.0,0.06092125638182534,0.01688495291952306,0.003040891994985196,Colombia,Bogotá D.C.
2020/07/22,70898.0,27520.0,2250.0,41128.0,0.07736275442028064,0.019741058838610433,0.0024612229201384436,Colombia,Bogotá D.C.
2020/07/23,74650.0,29049.0,2361.0,43240.0,0.09213699666131803,0.037176619334759776,0.002698891266290605,Colombia,Bogotá D.C.
2020/07/24,77940.0,31430.0,2466.0,44044.0,0.07688617362637452,0.055064754856614245,0.0024283071230342275,Colombia,Bogotá D.C.
2020/07/25,81235.0,32972.0,2568.0,45695.0,0.07563238527429642,0.03501044410135319,0.0023158659522295884,Colombia,Bogotá D.C.
2020/07/26,84267.0,34583.0,2679.0,47005.0,0.06711214868525266,0.03525549841339315,0.0024291497975708503,Colombia,Bogotá D.C.
2020/07/27,86908.0,37310.0,2782.0,46816.0,0.056852617970659325,0.05801510477608765,0.002191256249335177,Colombia,Bogotá D.C.
2020/07/28,91461.0,40060.0,2878.0,48523.0,0.09844442094807603,0.0587406015037594,0.002050580997949419,Colombia,Bogotá D.C.
2020/07/29,95244.0,42130.0,2990.0,50124.0,0.07896874976682816,0.042660181769470146,0.0023081837479133607,Colombia,Bogotá D.C.
2020/07/30,98259.0,44090.0,3115.0,51054.0,0.060959296648934756,0.03910302449924188,0.0024938153379618546,Colombia,Bogotá D.C.
2020/07/31,101979.0,46377.0,3241.0,52361.0,0.07387480341097563,0.0447957065068359,0.002467975085203902,Colombia,Bogotá D.C.
2020/08/01,104680.0,49192.0,3327.0,52161.0,0.05232725698674298,0.05376138729206852,0.001642443803594278,Colombia,Bogotá D.C.
2020/08/02,109266.0,51761.0,3432.0,54073.0,0.08922060928381818,0.04925135637737007,0.002012998217058722,Colombia,Bogotá D.C.
2020/08/03,111570.0,54087.0,3550.0,53933.0,0.04326737837828598,0.04301592291901688,0.002182235126588131,Colombia,Bogotá D.C.
2020/08/04,113833.0,55758.0,3655.0,54420.0,0.04262163014546033,0.030982886173585744,0.001946859992954221,Colombia,Bogotá D.C.
2020/08/05,118085.0,57237.0,3766.0,57082.0,0.07939146834662861,0.027177508269018744,0.002039691289966924,Colombia,Bogotá D.C.
2020/08/06,124153.0,58351.0,3863.0,61939.0,0.10808038019708838,0.019515784310290458,0.001699309764899618,Colombia,Bogotá D.C.
2020/08/07,126784.0,59981.0,3975.0,62828.0,0.04322454046429515,0.026316214339915076,0.001808230678570852,Colombia,Bogotá D.C.
2020/08/08,130274.0,61497.0,4091.0,64686.0,0.0565467768416147,0.02412936907111479,0.0018463105621697332,Colombia,Bogotá D.C.
2020/08/09,133671.0,63024.0,4188.0,66459.0,0.05348546985948601,0.02360634449494481,0.0014995516804254397,Colombia,Bogotá D.C.
2020/08/10,137057.0,65402.0,4275.0,67380.0,0.051915016165932915,0.03578145924554989,0.0013090777772762155,Colombia,Bogotá D.C.
2020/08/11,142019.0,70146.0,4377.0,67496.0,0.07507481923608215,0.07040664885722767,0.0015138023152270704,Colombia,Bogotá D.C.
2020/08/12,146141.0,75414.0,4460.0,66267.0,0.06230236214361816,0.0780490695744933,0.0012297025008889415,Colombia,Bogotá D.C.
2020/08/13,149982.0,80629.0,4546.0,64807.0,0.05916650792904369,0.07869678723950081,0.001297780192252554,Colombia,Bogotá D.C.
2020/08/14,154488.0,83736.0,4620.0,66132.0,0.07101259470402214,0.04794235190642986,0.0011418519604363725,Colombia,Bogotá D.C.
2020/08/15,158711.0,87125.0,4695.0,66891.0,0.06526103170110013,0.051245992862759326,0.001134095445472691,Colombia,Bogotá D.C.
2020/08/16,163338.0,91664.0,4775.0,66899.0,0.07073549514098924,0.06785666233125533,0.00119597554230016,Colombia,Bogotá D.C.
2020/08/17,166719.0,96561.0,4849.0,65309.0,0.051715099473833265,0.07319989835423549,0.0011061450843809324,Colombia,Bogotá D.C.
2020/08/18,171371.0,101101.0,4947.0,65323.0,0.07292354362288857,0.06951568696504311,0.0015005588816242785,Colombia,Bogotá D.C.
2020/08/19,176386.0,105888.0,5034.0,65464.0,0.07864914691638661,0.07328199868346524,0.0013318433017467048,Colombia,Bogotá D.C.
2020/08/20,179600.0,108805.0,5111.0,65684.0,0.05033190160998769,0.044558841500672124,0.001176218990590248,Colombia,Bogotá D.C.
2020/08/21,181835.0,111375.0,5187.0,65273.0,0.034899342421303284,0.03912672797028196,0.001157054990560867,Colombia,Bogotá D.C.
2020/08/22,186102.0,114665.0,5264.0,66173.0,0.06706980246717899,0.050403689121076095,0.0011796608092166745,Colombia,Bogotá D.C.
2020/08/23,188276.0,121428.0,5324.0,61524.0,0.03372729426398629,0.10220180436129539,0.000906714218790141,Colombia,Bogotá D.C.
2020/08/24,192703.0,124986.0,5394.0,62323.0,0.07389290394935938,0.05783109030622196,0.0011377673753332034,Colombia,Bogotá D.C.
2020/08/25,195189.0,128491.0,5484.0,61214.0,0.04098883401483817,0.05623926961153988,0.0014440896619225647,Colombia,Bogotá D.C.
2020/08/26,199366.0,132349.0,5552.0,61465.0,0.07014246411407378,0.06302479824876663,0.0011108569934982194,Colombia,Bogotá D.C.
2020/08/27,201885.0,135824.0,5635.0,60426.0,0.042152886624619613,0.05653624013666314,0.0013503619946310908,Colombia,Bogotá D.C.
2020/08/28,204067.0,141250.0,5687.0,57130.0,0.03715477636393567,0.08979578327210141,0.0008605567139972859,Colombia,Bogotá D.C.
2020/08/29,207405.0,145462.0,5753.0,56190.0,0.06013698531593334,0.07372658848240854,0.0011552599334850341,Colombia,Bogotá D.C.
2020/08/30,209251.0,148653.0,5804.0,54794.0,0.03382984641976965,0.056789464317494216,0.0009076348104644955,Colombia,Bogotá D.C.
2020/08/31,211300.0,151176.0,5843.0,54281.0,0.03851689639668961,0.04604518742928058,0.000711756761689236,Colombia,Bogotá D.C.
2020/09/01,213631.0,155510.0,5844.0,52277.0,0.044245022012366506,0.07984377590685507,1.8422652493506014e-05,Colombia,Bogotá D.C.
2020/09/02,216789.0,158010.0,5935.0,52843.0,,,,Colombia,Bogotá D.C.
2020/09/03,219979.0,160538.0,6027.0,53415.0,,,,Colombia,Bogotá D.C.
2020/09/04,223202.0,163093.0,6120.0,53990.0,,,,Colombia,Bogotá D.C.
2020/09/05,226459.0,165675.0,6214.0,54569.0,,,,Colombia,Bogotá D.C.
2020/09/06,229749.0,168285.0,6309.0,55155.0,,,,Colombia,Bogotá D.C.
2020/09/07,233073.0,170923.0,6405.0,55745.0,,,,Colombia,Bogotá D.C.
2020/09/08,236431.0,173589.0,6502.0,56339.0,,,,Colombia,Bogotá D.C.
2020/09/09,239823.0,176284.0,6600.0,56939.0,,,,Colombia,Bogotá D.C.
2020/09/10,243249.0,179007.0,6699.0,57543.0,,,,Colombia,Bogotá D.C.
2020/09/11,246710.0,181759.0,6799.0,58152.0,,,,Colombia,Bogotá D.C.
2020/09/12,250206.0,184540.0,6900.0,58765.0,,,,Colombia,Bogotá D.C.
2020/09/13,253737.0,187351.0,7002.0,59384.0,,,,Colombia,Bogotá D.C.
2020/09/14,257303.0,190191.0,7105.0,60007.0,,,,Colombia,Bogotá D.C.
2020/09/15,260905.0,193061.0,7209.0,60634.0,,,,Colombia,Bogotá D.C.
2020/09/16,264543.0,195961.0,7314.0,61267.0,,,,Colombia,Bogotá D.C.
2020/09/17,268217.0,198891.0,7421.0,61905.0,,,,Colombia,Bogotá D.C.
2020/09/18,271927.0,201852.0,7529.0,62546.0,,,,Colombia,Bogotá D.C.
2020/09/19,275673.0,204844.0,7638.0,63192.0,,,,Colombia,Bogotá D.C.
2020/09/20,279456.0,207867.0,7748.0,63841.0,,,,Colombia,Bogotá D.C.
2020/09/21,283276.0,210921.0,7859.0,64496.0,,,,Colombia,Bogotá D.C.
2020/09/22,287133.0,214006.0,7971.0,65156.0,,,,Colombia,Bogotá D.C.
2020/09/23,291027.0,217122.0,8084.0,65820.0,,,,Colombia,Bogotá D.C.
2020/09/24,294959.0,220270.0,8198.0,66490.0,,,,Colombia,Bogotá D.C.
2020/09/25,298928.0,223450.0,8314.0,67164.0,,,,Colombia,Bogotá D.C.
2020/09/26,302935.0,226663.0,8431.0,67842.0,,,,Colombia,Bogotá D.C.
2020/09/27,306980.0,229908.0,8549.0,68523.0,,,,Colombia,Bogotá D.C.
2020/09/28,311063.0,233186.0,8668.0,69210.0,,,,Colombia,Bogotá D.C.
2020/09/29,315185.0,236496.0,8788.0,69900.0,,,,Colombia,Bogotá D.C.
2020/09/30,319346.0,239839.0,8910.0,70597.0,,,,Colombia,Bogotá D.C.
2020/10/01,323546.0,243216.0,9033.0,71297.0,,,,Colombia,Bogotá D.C.
2020/10/02,327785.0,246626.0,9157.0,72001.0,,,,Colombia,Bogotá D.C.
2020/10/03,332063.0,250070.0,9282.0,72711.0,,,,Colombia,Bogotá D.C.
2020/10/04,336380.0,253548.0,9408.0,73424.0,,,,Colombia,Bogotá D.C.
2020/10/05,340737.0,257060.0,9536.0,74141.0,,,,Colombia,Bogotá D.C.
2020/10/06,345134.0,260606.0,9665.0,74862.0,,,,Colombia,Bogotá D.C.
2020/10/07,349570.0,264187.0,9795.0,75589.0,,,,Colombia,Bogotá D.C.
2020/10/08,354047.0,267803.0,9926.0,76318.0,,,,Colombia,Bogotá D.C.
2020/10/09,358564.0,271453.0,10059.0,77052.0,,,,Colombia,Bogotá D.C.
2020/10/10,363121.0,275138.0,10193.0,77790.0,,,,Colombia,Bogotá D.C.
2020/10/11,367719.0,278859.0,10328.0,78532.0,,,,Colombia,Bogotá D.C.
2020/10/12,372358.0,282615.0,10465.0,79278.0,,,,Colombia,Bogotá D.C.
2020/10/13,377037.0,286407.0,10603.0,80028.0,,,,Colombia,Bogotá D.C.
2020/10/14,381757.0,290235.0,10742.0,80780.0,,,,Colombia,Bogotá D.C.
2020/10/15,386519.0,294099.0,10882.0,81537.0,,,,Colombia,Bogotá D.C.
2020/10/16,391322.0,297999.0,11024.0,82299.0,,,,Colombia,Bogotá D.C.
2020/10/17,396166.0,301935.0,11167.0,83064.0,,,,Colombia,Bogotá D.C.
2020/10/18,401052.0,305908.0,11311.0,83832.0,,,,Colombia,Bogotá D.C.
2020/10/19,405979.0,309918.0,11457.0,84605.0,,,,Colombia,Bogotá D.C.
2020/10/20,410948.0,313965.0,11604.0,85379.0,,,,Colombia,Bogotá D.C.
2020/10/21,415959.0,318049.0,11752.0,86158.0,,,,Colombia,Bogotá D.C.
2020/10/22,421012.0,322170.0,11902.0,86940.0,,,,Colombia,Bogotá D.C.
2020/10/23,426107.0,326328.0,12053.0,87725.0,,,,Colombia,Bogotá D.C.
2020/10/24,431244.0,330524.0,12206.0,88515.0,,,,Colombia,Bogotá D.C.
2020/10/25,436424.0,334758.0,12360.0,89306.0,,,,Colombia,Bogotá D.C.
2020/10/26,441646.0,339030.0,12515.0,90101.0,,,,Colombia,Bogotá D.C.
2020/10/27,446910.0,343340.0,12672.0,90899.0,,,,Colombia,Bogotá D.C.
2020/10/28,452217.0,347688.0,12830.0,91699.0,,,,Colombia,Bogotá D.C.
2020/10/29,457566.0,352074.0,12989.0,92503.0,,,,Colombia,Bogotá D.C.
2020/10/30,462958.0,356499.0,13150.0,93309.0,,,,Colombia,Bogotá D.C.
2020/10/31,468392.0,360962.0,13312.0,94118.0,,,,Colombia,Bogotá D.C.
2020/11/01,473869.0,365464.0,13476.0,94930.0,,,,Colombia,Bogotá D.C.
2020/11/02,479389.0,370005.0,13641.0,95743.0,,,,Colombia,Bogotá D.C.
2020/11/03,484952.0,374585.0,13808.0,96559.0,,,,Colombia,Bogotá D.C.
2020/11/04,490557.0,379204.0,13976.0,97378.0,,,,Colombia,Bogotá D.C.
2020/11/05,496205.0,383862.0,14145.0,98198.0,,,,Colombia,Bogotá D.C.
2020/11/06,501896.0,388559.0,14316.0,99021.0,,,,Colombia,Bogotá D.C.
2020/11/07,507630.0,393295.0,14488.0,99846.0,,,,Colombia,Bogotá D.C.
2020/11/08,513406.0,398071.0,14662.0,100674.0,,,,Colombia,Bogotá D.C.
2020/11/09,519225.0,402886.0,14837.0,101502.0,,,,Colombia,Bogotá D.C.
2020/11/10,525087.0,407741.0,15014.0,102333.0,,,,Colombia,Bogotá D.C.
2020/11/11,530992.0,412636.0,15192.0,103164.0,,,,Colombia,Bogotá D.C.
2020/11/12,536940.0,417570.0,15371.0,103998.0,,,,Colombia,Bogotá D.C.
2020/11/13,542930.0,422544.0,15552.0,104834.0,,,,Colombia,Bogotá D.C.
2020/11/14,548963.0,427558.0,15734.0,105670.0,,,,Colombia,Bogotá D.C.
2020/11/15,555039.0,432612.0,15918.0,106508.0,,,,Colombia,Bogotá D.C.
2020/11/16,561157.0,437706.0,16103.0,107347.0,,,,Colombia,Bogotá D.C.
2020/11/17,567318.0,442841.0,16290.0,108187.0,,,,Colombia,Bogotá D.C.
2020/11/18,573521.0,448016.0,16478.0,109027.0,,,,Colombia,Bogotá D.C.
2020/11/19,579766.0,453231.0,16668.0,109868.0,,,,Colombia,Bogotá D.C.
2020/11/20,586054.0,458486.0,16859.0,110708.0,,,,Colombia,Bogotá D.C.
2020/11/21,592384.0,463781.0,17052.0,111551.0,,,,Colombia,Bogotá D.C.
2020/11/22,598756.0,469117.0,17246.0,112393.0,,,,Colombia,Bogotá D.C.
2020/11/23,605170.0,474493.0,17441.0,113235.0,,,,Colombia,Bogotá D.C.
2020/11/24,611625.0,479909.0,17638.0,114078.0,,,,Colombia,Bogotá D.C.
2020/11/25,618122.0,485365.0,17836.0,114920.0,,,,Colombia,Bogotá D.C.
2020/11/26,624660.0,490862.0,18036.0,115763.0,,,,Colombia,Bogotá D.C.
2020/11/27,631240.0,496399.0,18237.0,116603.0,,,,Colombia,Bogotá D.C.
2020/11/28,637861.0,501976.0,18440.0,117445.0,,,,Colombia,Bogotá D.C.
2020/11/29,644523.0,507594.0,18644.0,118285.0,,,,Colombia,Bogotá D.C.
2020/11/30,651226.0,513252.0,18850.0,119124.0,,,,Colombia,Bogotá D.C.
2020/03/13,1.0,0.0,0.0,1.0,,,,Colombia,Cali
2020/03/16,3.0,0.0,0.0,3.0,2.0000010971721487,0.0,0.0,Colombia,Cali
2020/03/17,8.0,0.0,0.0,8.0,1.6666694096000474,0.0,0.0,Colombia,Cali
2020/03/20,9.0,0.0,0.0,9.0,0.12500054858818088,0.0,0.0,Colombia,Cali
2020/03/21,15.0,0.0,0.0,15.0,0.6666699581975577,0.0,0.0,Colombia,Cali
2020/03/22,19.0,0.0,0.0,19.0,0.26666886102781684,0.0,0.0,Colombia,Cali
2020/03/23,22.0,1.0,0.0,21.0,0.1578963826165793,0.05263157894736842,0.0,Colombia,Cali
2020/03/24,45.0,0.0,0.0,45.0,1.0952513137024509,-0.047619047619047616,0.0,Colombia,Cali
2020/03/25,46.0,0.0,2.0,44.0,0.022222770821538448,0.0,0.044444444444444446,Colombia,Cali
2020/03/26,48.0,3.0,0.0,45.0,0.0454556925264723,0.06818181818181818,-0.045454545454545456,Colombia,Cali
2020/03/28,56.0,7.0,0.0,49.0,0.1777824591663142,0.08888888888888889,0.0,Colombia,Cali
2020/03/29,63.0,0.0,0.0,63.0,0.1428615316781574,-0.14285714285714285,0.0,Colombia,Cali
2020/03/30,70.0,8.0,3.0,59.0,0.11111495134424618,0.12698412698412698,0.047619047619047616,Colombia,Cali
2020/03/31,78.0,11.0,4.0,63.0,0.13559842745475595,0.05084745762711865,0.01694915254237288,Colombia,Cali
2020/04/01,101.0,12.0,0.0,89.0,0.3650949873808117,0.015873015873015872,-0.06349206349206349,Colombia,Cali
2020/04/02,103.0,14.0,0.0,89.0,0.02247315528613995,0.02247191011235955,0.0,Colombia,Cali
2020/04/03,116.0,15.0,5.0,96.0,0.14607566963885865,0.011235955056179775,0.056179775280898875,Colombia,Cali
2020/04/04,130.0,16.0,7.0,107.0,0.14584261416659305,0.010416666666666666,0.020833333333333332,Colombia,Cali
2020/04/05,144.0,17.0,0.0,127.0,0.13085045324594768,0.009345794392523364,-0.06542056074766354,Colombia,Cali
2020/04/06,153.0,19.0,9.0,125.0,0.07087174034118467,0.015748031496062992,0.07086614173228346,Colombia,Cali
2020/04/07,166.0,20.0,0.0,146.0,0.10400872982955106,0.008,-0.072,Colombia,Cali
2020/04/08,237.0,0.0,0.0,237.0,0.4863456590463844,-0.136986301369863,0.0,Colombia,Cali
2020/04/09,268.0,28.0,10.0,230.0,0.1308186961340259,0.11814345991561181,0.04219409282700422,Colombia,Cali
2020/04/10,331.0,30.0,0.0,301.0,0.2739533203658804,0.008695652173913044,-0.043478260869565216,Colombia,Cali
2020/04/11,376.0,31.0,0.0,345.0,0.14952881285415978,0.0033222591362126247,0.0,Colombia,Cali
2020/04/12,382.0,36.0,14.0,332.0,0.017394892361845774,0.014492753623188406,0.04057971014492753,Colombia,Cali
2020/04/13,387.0,43.0,15.0,329.0,0.015063397645932272,0.02108433734939759,0.0030120481927710845,Colombia,Cali
2020/04/14,399.0,50.0,17.0,332.0,0.036481909341383865,0.02127659574468085,0.0060790273556231,Colombia,Cali
2020/04/15,414.0,53.0,20.0,341.0,0.045190614471912575,0.009036144578313253,0.009036144578313253,Colombia,Cali
2020/04/16,432.0,60.0,24.0,348.0,0.05279791492625103,0.020527859237536656,0.011730205278592375,Colombia,Cali
2020/04/17,462.0,65.0,25.0,372.0,0.08622733148544769,0.014367816091954023,0.0028735632183908046,Colombia,Cali
2020/04/18,474.0,69.0,28.0,377.0,0.03226624228641111,0.010752688172043012,0.008064516129032258,Colombia,Cali
2020/04/19,483.0,80.0,31.0,372.0,0.0238788882642069,0.029177718832891247,0.007957559681697613,Colombia,Cali
2020/04/20,521.0,91.0,33.0,397.0,0.1021776113222428,0.02956989247311828,0.005376344086021506,Colombia,Cali
2020/04/21,545.0,113.0,34.0,398.0,0.06047068382269573,0.055415617128463476,0.0025188916876574307,Colombia,Cali
2020/04/22,568.0,120.0,36.0,412.0,0.05780622758598196,0.017587939698492462,0.005025125628140704,Colombia,Cali
2020/04/23,601.0,127.0,38.0,436.0,0.08012205314754013,0.01699029126213592,0.0048543689320388345,Colombia,Cali
2020/04/24,618.0,137.0,0.0,481.0,0.03900368520502619,0.022935779816513763,-0.0871559633027523,Colombia,Cali
2020/04/25,634.0,154.0,0.0,480.0,0.033275314461056714,0.035343035343035345,0.0,Colombia,Cali
2020/04/26,653.0,171.0,39.0,443.0,0.039597105340419866,0.035416666666666666,0.08125,Colombia,Cali
2020/04/27,659.0,177.0,41.0,441.0,0.013548871623686511,0.013544018058690745,0.004514672686230248,Colombia,Cali
2020/04/28,688.0,197.0,42.0,449.0,0.06578341907992638,0.045351473922902494,0.0022675736961451248,Colombia,Cali
2020/04/29,708.0,206.0,45.0,457.0,0.044560248085388374,0.0200445434298441,0.0066815144766146995,Colombia,Cali
2020/04/30,745.0,211.0,46.0,488.0,0.08099425894238159,0.010940919037199124,0.002188183807439825,Colombia,Cali
2020/05/01,793.0,225.0,0.0,568.0,0.09840087181988406,0.028688524590163935,-0.0942622950819672,Colombia,Cali
2020/05/02,834.0,235.0,47.0,552.0,0.0722145139645541,0.017605633802816902,0.08274647887323944,Colombia,Cali
2020/05/03,836.0,246.0,0.0,590.0,0.0036248468476659103,0.019927536231884056,-0.08514492753623189,Colombia,Cali
2020/05/04,862.0,257.0,50.0,555.0,0.04408801615502192,0.01864406779661017,0.0847457627118644,Colombia,Cali
2020/05/05,890.0,289.0,0.0,601.0,0.050474318793595284,0.05765765765765766,-0.09009009009009009,Colombia,Cali
2020/05/06,929.0,312.0,52.0,565.0,0.06492354528042814,0.03826955074875208,0.08652246256239601,Colombia,Cali
2020/05/07,967.0,320.0,54.0,593.0,0.06729093106142524,0.01415929203539823,0.0035398230088495575,Colombia,Cali
2020/05/08,1003.0,346.0,55.0,602.0,0.06074048482990858,0.04384485666104553,0.0016863406408094434,Colombia,Cali
2020/05/09,1054.0,374.0,56.0,624.0,0.0847642479353057,0.046511627906976744,0.0016611295681063123,Colombia,Cali
2020/05/10,1064.0,395.0,58.0,611.0,0.016034912562894275,0.03365384615384615,0.003205128205128205,Colombia,Cali
2020/05/11,1090.0,415.0,62.0,613.0,0.04257804409199738,0.03273322422258593,0.006546644844517185,Colombia,Cali
2020/05/12,1117.0,440.0,63.0,614.0,0.04407203024315206,0.040783034257748776,0.0016313213703099511,Colombia,Cali
2020/05/13,1169.0,475.0,65.0,629.0,0.08474248142243655,0.057003257328990226,0.003257328990228013,Colombia,Cali
2020/05/14,1233.0,493.0,69.0,671.0,0.1018141006849679,0.028616852146263912,0.006359300476947536,Colombia,Cali
2020/05/15,1272.0,503.0,0.0,769.0,0.05816154649724323,0.014903129657228018,-0.10283159463487332,Colombia,Cali
2020/05/16,1333.0,536.0,0.0,797.0,0.07937918802415143,0.04291287386215865,0.0,Colombia,Cali
2020/05/17,1403.0,552.0,71.0,780.0,0.08789363362393773,0.020075282308657464,0.0890840652446675,Colombia,Cali
2020/05/18,1428.0,567.0,74.0,787.0,0.03207596982954305,0.019230769230769232,0.0038461538461538464,Colombia,Cali
2020/05/19,1508.0,578.0,76.0,854.0,0.10173153694031913,0.01397712833545108,0.0025412960609911056,Colombia,Cali
2020/05/20,1574.0,594.0,82.0,898.0,0.07734735931000729,0.01873536299765808,0.00702576112412178,Colombia,Cali
2020/05/21,1631.0,612.0,83.0,936.0,0.06352924337819273,0.0200445434298441,0.0011135857461024498,Colombia,Cali
2020/05/22,1736.0,632.0,86.0,1018.0,0.11227994892231802,0.021367521367521368,0.003205128205128205,Colombia,Cali
2020/05/23,1816.0,657.0,88.0,1071.0,0.07866037349531119,0.02455795677799607,0.0019646365422396855,Colombia,Cali
2020/05/24,1905.0,680.0,94.0,1131.0,0.08318277595296732,0.021475256769374416,0.0056022408963585435,Colombia,Cali
2020/05/25,1949.0,712.0,98.0,1139.0,0.038944324106128136,0.028293545534924844,0.0035366931918656055,Colombia,Cali
2020/05/26,2084.0,744.0,102.0,1238.0,0.11865188379242038,0.028094820017559263,0.003511852502194908,Colombia,Cali
2020/05/27,2196.0,766.0,106.0,1324.0,0.09057204431561573,0.017770597738287562,0.0032310177705977385,Colombia,Cali
2020/05/28,2306.0,797.0,111.0,1398.0,0.08318177961758748,0.023413897280966767,0.0037764350453172208,Colombia,Cali
2020/05/29,2402.0,826.0,117.0,1459.0,0.06875650754632971,0.02074391988555079,0.004291845493562232,Colombia,Cali
2020/05/30,2546.0,849.0,122.0,1575.0,0.09882796408430705,0.015764222069910898,0.003427004797806717,Colombia,Cali
2020/05/31,2611.0,975.0,126.0,1510.0,0.04132756345204356,0.08,0.0025396825396825397,Colombia,Cali
2020/06/01,2691.0,998.0,129.0,1564.0,0.053056127790457534,0.015231788079470199,0.001986754966887417,Colombia,Cali
2020/06/02,2770.0,1074.0,133.0,1563.0,0.05058618652172572,0.04859335038363171,0.0025575447570332483,Colombia,Cali
2020/06/03,2900.0,1113.0,136.0,1651.0,0.08329996569474324,0.02495201535508637,0.0019193857965451055,Colombia,Cali
