Fecha,Casos_Diagnostico,Casos_Recuperado,Casos_Muerte,Casos_Activos,Tasa_Contagio,Tasa_Recuperacion,Tasa_Muerte
2020-08-16,35506,19527.0,724.0,15255.0,0.05579917180212496,0.09180906740651995,0.001261113563276373
2020-08-17,36124,21106.0,742.0,14276.0,0.04112684171213956,0.10350704686987873,0.0011799410029498525
2020-08-18,37029,22203.0,763.0,14063.0,0.0643733344883905,0.07684225273185766,0.0014710002801905295
2020-08-19,38003,23933.0,782.0,13288.0,0.07035795626241673,0.12301784825428429,0.0013510630733129488
2020-08-20,38430,25445.0,801.0,12184.0,0.03265740432091613,0.11378687537627935,0.0014298615291992777
2020-08-21,39110,26498.0,824.0,11788.0,0.05672988187438693,0.08642481943532501,0.0018877216021011161
2020-08-22,40030,27347.0,837.0,11846.0,0.07935368708165118,0.07202239565659993,0.0011028164234815065
2020-08-23,40826,28333.0,859.0,11634.0,0.06834897846405712,0.08323484720580787,0.001857166976194496
2020-08-24,41341,29194.0,877.0,11270.0,0.045041941851688964,0.0740072202166065,0.0015471892728210418
2020-08-25,41956,30276.0,905.0,10775.0,0.05553746806687215,0.09600709849157055,0.002484472049689441
2020-08-26,43309,31203.0,914.0,11192.0,0.12782917688543574,0.08603248259860789,0.0008352668213457077
2020-08-27,44027,31988.0,929.0,11110.0,0.06534591435223842,0.07013938527519657,0.0013402430307362402
2020-08-28,45040,32681.0,941.0,11418.0,0.09290326765703587,0.062376237623762376,0.00108010801080108
2020-08-29,45794,33577.0,0.0,12217.0,0.06731407846811192,0.07847258714310737,-0.08241373270275004
